,pumping_rate,Q,67037,69402,151061,151101,151143,151161,151179,151188,151189,151190,151191,157208,157211,209148,209254,209255,Q_win,pumping_rate_win
1996-09-01,-0.2196527193879866,-0.4713323582332214,21.795579975656217,55.98610143687971,29.362370679006876,9.330735733554972,21.416907892093256,33.044532683399176,20.391097727750434,7.256205750676955,26.09,63.75000000000001,31.03620380258011,64.19,32.848453726506946,34.59615521831605,,,,
1996-10-01,-0.5440885477362702,-0.4501206111345349,22.797851808673,57.75597469026515,31.33214348136458,10.458880145975312,23.40376341311886,34.58202118247412,21.585368278202743,8.361420575610289,27.56,64.95201669954447,33.59936596505094,64.85149565188136,34.86054712679819,37.512165847984356,,,0.5201808458925603,-0.2062889201171827
1996-11-01,-0.9609960409184123,-0.45501562969577025,23.22,58.38,33.13,11.097752836136527,25.93,36.66,22.56,9.04,28.19,66.5,34.63,66.93,36.64,39.73,12.06,,0.515285827331325,-0.21093275796323627
1996-12-01,-0.817248135943675,-0.48601741391692743,23.985053461002177,59.54141975500122,33.72915896194293,11.98,25.741588178345296,36.34279394949191,22.540313770067755,9.521934000653339,28.69,67.44,36.52080108360082,67.0176966585424,37.25374184540686,40.6755033100853,12.698944129147907,,0.4834682066832952,-0.2090392543413491
1997-01-01,-0.7155142668425979,-0.31306009141994523,22.401353853077552,60.35356217843992,33.510270351365136,10.485544109332368,25.176677155627885,36.489948649433,23.78199987209533,8.298228606185607,28.78,67.625,36.04934570677994,67.34495991326312,36.976077271998925,39.83541703424492,11.320704312933888,,0.4859157159639129,-0.19234275874384812
1997-02-01,-0.9340973363756739,-0.4289088640358484,22.685005496172916,60.611134860061505,33.92182078199984,10.738904443143921,25.59777983761756,36.77673595793749,23.879183649507308,8.559505180722386,28.97,68.02,36.56388481626751,67.68869866614128,37.39069511587464,39.92,11.561667365413122,,0.44199652165060693,-0.20333085512152657
1997-03-01,-0.632911495447252,-0.36201027703229866,23.06,59.83,33.6,10.93,25.67,36.48,24.0,8.5,28.73,67.7,35.96,67.145,37.15,39.98751122833185,12.22,,0.42649562954002823,-0.19834493157081942
1997-04-01,-0.6673777237786601,0.34939908720057156,21.762782438621336,57.85635644260021,30.98454640141934,9.588598376600777,22.820067688782686,34.44345379488948,21.93841797314195,7.452796996087706,27.15,65.38269214992812,32.95138061376175,64.83190470349669,34.44966412689369,36.52899706688476,10.808051056051543,,0.30847129311913163,-0.1883901070066886
1997-05-01,0.06942253695028774,4.519954901373087,19.13238557878969,53.32,22.35,4.78,13.93,27.33,15.7,3.03,23.775,57.04,22.58,56.5,25.78,26.78,6.15,,0.42268839288128973,-0.1548367616140934
1997-06-01,-0.2717281723185037,4.2588872447738675,17.48317236101354,47.87787284991172,19.38564033623941,4.86054945086053,11.787927172855213,25.506267420205162,15.496371533559405,2.795335751715914,20.86,53.9,18.83454610508118,53.806339437884276,22.87662507363339,21.414849535786836,7.2640268116357465,,0.49339421654357807,-0.23075494964586904
1997-07-01,0.6405352295164424,0.5321464468200244,18.972867163396998,50.70185650423373,22.254250851367505,6.664838934708369,14.737951058999855,27.818996943430705,17.569080052754437,4.5368849341696205,23.45,54.94766215109226,22.70350317237252,56.4178866719164,25.84498961880726,25.92763965050994,8.501217787495477,,0.5219484914841175,-0.3402441697256367
1997-08-01,0.6895206767602289,-0.18905295453531645,20.721480091849813,53.25,27.24,9.23,19.98,31.27,19.53,7.5,24.93,61.12,29.2,60.66,30.75,32.78,11.13,,0.5420724566803072,-0.3636779996268394
1997-09-01,-0.22678541702436464,-0.33916685707986705,21.424271028856758,55.202223937201424,28.25396360345773,9.007559942988271,20.40769645259347,32.24101473293192,20.004943521623794,6.919447032933288,25.815,62.13490669869714,29.788834607102082,62.00637528164965,31.770993972865057,33.35210853159854,10.554030560708792,,0.5530862484430867,-0.36427239109653753
1997-10-01,-0.8139118798671137,-0.2967433628824941,22.243059476761534,56.57639547516117,29.811825565216207,9.913323388883137,21.9837429044708,33.44903880850555,20.914673006951105,7.809905858085081,26.96,63.1,31.81548973659863,63.41203205188677,33.362217674236064,35.660112181419684,11.238156024234442,,0.5658676857974235,-0.38675766877410783
1997-11-01,-1.0813513381487376,-0.3440618756411024,22.74,57.08,32.63,10.43,24.1,34.77,21.72,9.52,27.68,65.28,33.15,64.85,36.07,36.33,11.6,,0.5751138319686458,-0.39678727687663495
1997-12-01,-1.023023633149359,-0.41422380835214234,23.69241543131203,58.92612735356732,32.86919969071924,11.344317913150393,24.955626276742947,35.71729386526847,22.23110518308512,9.253051539998705,28.46,66.21461722406504,35.547373902023274,66.19986568012608,36.41620616732823,39.69890793927993,12.454280579321441,,0.581096632432378,-0.4139352349771086
1998-01-01,-1.1022936080244656,-0.4468572654270447,22.374387141560206,60.2968643232958,33.35245211304205,10.495371732368783,25.052504465817776,36.39175269019115,23.801193982127728,8.299441565822743,28.86,67.2,35.91103545276494,67.18976230074908,36.83368689286937,39.7369029413445,11.297337624102454,,0.5699468679317863,-0.4461668467422643
1998-02-01,-1.3286816439175495,-0.4958074510393981,22.708274313615004,60.6617023106449,33.948334949042874,10.778347167792846,25.63300820478159,36.805356064857264,23.931401789562962,8.595406665045392,29.045,67.94687259496305,36.61620047347137,67.71128880536705,37.422773105034295,40.48666938364797,11.580644335875732,,0.5643719856814905,-0.47904887237075383
1998-03-01,-1.0526124352517328,-0.3881170426922205,19.48,61.14,34.79,11.1,26.4,36.71,24.07,9.34,29.18,68.215,36.78,67.74,38.3,39.28,12.08,,0.562196421876497,-0.5140239506877939
1998-04-01,-0.9042613257107462,-0.034044033429530524,22.761156852246877,60.005651991123955,33.47969194380455,10.68769244150654,25.221844302581403,36.366027588679,23.32745847802629,8.53580573997339,28.585,67.69,36.025792586901154,67.17926899028525,36.94986271316489,39.861188926265335,11.636954293429973,,0.5302428284906552,-0.5337642508488012
1998-05-01,-0.10928401421672541,1.3545095651075625,21.3666942526609,56.59746387857153,30.68542915067056,8.64159068954289,20.25,33.915364231368,19.18,6.628072655843727,25.0,68.27,28.3,64.5782909879473,33.97477715434697,31.31,10.496269754455465,,0.26645571713519484,-0.5486564634460522
1998-06-01,-0.8007052239939607,1.2810842866890324,20.065584545873797,53.85,27.17,7.0,18.24596591590801,31.02,18.854434524610873,4.88,24.08,61.370000000000005,27.01574329308631,60.92,30.65,30.069192099016554,9.21,,0.018305470628125264,-0.592737884419007
1998-07-01,0.7193554021838598,0.5876233238473584,19.693190801416304,52.240573324242966,24.85421324938873,7.108351631321886,16.99528265708362,29.615316569825282,18.069683294366868,5.04882513516225,23.435,59.82000000000001,25.410489931933576,58.92335123612447,28.310942520411835,28.407064926215263,9.107913828180166,,0.022928543713736427,-0.5861695366967222
1998-08-01,1.4892774966015456,-0.43706722830457395,22.23,52.89,26.84,9.59,20.59,31.73,20.16,7.9,25.11,60.66,30.9,59.78,30.32,34.43,11.78,,0.002260687566298302,-0.5195231350432791
1998-09-01,0.11772126456740523,-0.5007024696006335,21.600557148104997,55.581065247383286,28.738991132296167,9.18220497506894,20.86093719049402,32.60323401956324,20.22233072366405,7.095700380961635,26.01,62.72060774420379,30.358863185298652,62.46598260942053,32.24926230909393,33.94466743740876,10.700873157761265,,-0.0112006134770989,-0.49081424491063164
1998-10-01,-0.5724182095353295,-0.4403305740120642,22.682385120702907,57.5199875823207,31.055566558132146,10.333266141133672,23.136221977303023,34.3696376486922,21.43447819903125,8.237358937379131,27.4,64.7,33.25745779519708,64.59295354990249,34.583090224039324,37.14013170916254,11.604483277955946,,-0.02316621440456308,-0.470689772382983
1998-11-01,-0.9659347395291273,-0.4174871540596326,23.15,57.33,32.06,10.83,24.18,34.93,21.35,9.06,28.17,65.61,33.85,65.15,35.55,37.28,12.1,,-0.02928498760610726,-0.4610717224980155
1998-12-01,-0.9208300069787916,-0.4631739939644958,23.733268618929017,59.01374798669359,32.99316725364159,11.37973665025118,25.06824659405644,35.80715353473446,22.274229423442105,9.290000422718286,28.49,66.39673801726164,35.68654350861443,66.31811763536986,36.53661657511434,39.837318108906125,12.48843544465586,,-0.03336416974047005,-0.45255558698380155
1999-01-01,-0.9339402467216854,-0.4501206111345349,22.255684825623188,60.040302004328396,33.123846986964,10.334953475913347,24.811575336805483,36.19798925902909,23.593358217033494,8.14774661163677,28.6,67.19864080096261,35.58709921579709,66.97975962497131,36.592766486646916,39.34712471095431,11.199520397734116,,-0.033636115216094234,-0.43852614020856984
1999-02-01,-1.1691313977694437,-0.523545889553065,22.69262841413837,60.6276486927532,33.93398656539823,11.06,26.31,36.78789239651855,23.99,9.04,28.99,68.01,36.58315040612485,67.5,37.40408466772598,40.38,12.23,,-0.03594765175889981,-0.4252302863628943
1999-03-01,-0.8945998766667795,-0.32937681995739637,23.36,60.02,34.58,10.900059827165935,25.823857199031693,36.71,23.83498284011141,8.732373582622351,29.015,68.27,36.25,67.83936474855756,38.06,40.706689526426324,11.742804284309464,48.16,-0.031052633197664464,-0.41206257314748146
1999-04-01,-0.6021738764961069,-0.07973087333439374,22.7252180465409,59.9287016292105,33.36196376778014,10.660324521261922,25.117083668118696,36.28253974806234,23.29496157930896,8.506223770094305,28.57,67.495,35.89806299393029,67.06643736370664,36.83675668233273,39.73861241812758,11.60681428463533,46.822426161392805,-0.03485986985640307,-0.38688861904626165
1999-05-01,0.3849508001038822,0.780160720589282,20.658459656953088,55.09633396076734,27.344678419083746,8.548314784375878,19.512981213300876,31.747831285313886,20.41805043004866,6.389015871725665,26.045,60.33317996842424,28.81669456796015,61.31855832557708,30.900808432593408,32.381550171597375,9.891275910778841,39.903980568167825,-0.08272227356625977,-0.3457023845195442
1999-06-01,0.07666163782492359,2.1067107506840608,18.59,52.49,25.35,6.01,17.79,29.7,19.28,4.7,23.52,59.89,25.3,59.45,28.79,29.68,8.68,38.52,-0.013920068233340724,-0.27258847936797065
1999-07-01,1.4874911908563526,0.02306451645154851,20.300613955317868,53.55464675469363,25.944443656454776,7.964023096219281,18.17597135152281,30.566120439874496,19.183136702271614,5.851892997906333,24.87,59.50773823913258,27.019490078560175,59.917182496631526,29.477891853194023,30.394147182920655,9.60760349975574,38.463531558786286,-0.0609666355163249,-0.2085771636452629
1999-08-01,1.007577788060004,-0.43706722830457395,21.440585096023923,55.61179103225479,28.869690824783863,8.97660452745057,20.89500148341977,32.681574927203336,20.18556078231562,6.900506167637069,25.735,63.48,30.380347896344013,62.651244420715095,32.34092834035819,33.827277059421924,10.564496217614437,41.94032294010001,-0.0609666355163249,-0.24871880602372468
1999-09-01,0.12047031738910785,-0.5300725809680455,22.93,56.7,30.57,10.07,22.46,33.65,21.25,7.452998189287246,26.25,64.755,32.58,64.15,34.05,36.21,11.95,43.6,-0.06341414479694257,-0.2484897182885828
1999-10-01,-0.8040382692705795,-0.5023341424543786,22.801312859611905,57.774888979618616,31.427857256021287,10.431388058912328,23.47155283582029,34.63706557640442,21.552861724155147,8.341076993233823,27.47234903171236,65.27593107760677,33.6695677477173,64.94877852273669,34.94306193117089,37.54413128415516,11.704034857940332,44.78292841433353,-0.0685811088338021,-0.26779138993318696
1999-11-01,-1.0665022728830391,-0.48764908677067254,23.21,57.85,32.45,11.38,24.72,34.33,22.25,9.04,28.29,66.175,34.0,65.55,35.94,37.78,12.252638058755746,46.02,-0.07442793655972209,-0.27617201771267963
1999-12-01,-0.9693367686352079,-0.508860833869359,24.00666321629718,59.5996507073621,33.85381062938093,11.603200007438199,25.842269812670196,36.424386121897655,22.54335581523346,9.52680976492515,28.65,67.74,36.63685433874161,67.14098205594425,37.36811266209747,40.76649696942459,12.717339559145085,47.586763774647515,-0.07823517321846069,-0.2802142478507143
2000-01-01,-0.942177837279361,-0.551284328066732,22.639212138610045,60.86468743544939,34.167072141309944,10.720153854378806,25.789775222259998,36.97989270313288,24.07383037293179,8.535245262993516,29.04,68.42476398518565,36.81991707460296,67.96749877127482,37.623351676477036,40.63516411607737,11.51886080324249,47.6599184718277,-0.08666548296281044,-0.2809007137305206
2000-02-01,-1.0550709129819629,-0.5251775624068102,23.03652608626489,61.35416401796848,34.86394308873591,11.091350152202251,26.482769946783286,37.48236997590438,24.31108146199533,8.914160823602451,29.37,69.12076778586086,37.67890851437574,68.57899125862946,38.32187964362307,41.35,12.09,48.47510510692977,-0.08680145570062255,-0.2713956733315639
2000-03-01,-0.9194343777350346,-0.4697006853794763,23.63,61.0,35.4,11.13,27.02,37.51,24.15,9.1,29.54,69.36,37.25,68.84,38.9,42.05522437428758,12.081244765878282,54.9,-0.09849511115246255,-0.2734652150872518
2000-04-01,-0.5925573832579312,0.4391410941565529,23.31277218993401,61.179755201469696,34.90114936799969,11.26948403228168,26.574596343075534,37.44637130135945,24.05075870785486,9.114507530666046,29.29984751658098,69.17,36.7,68.51896377895936,38.36496560938649,41.69408263672934,12.09570762357452,48.57933107398285,-0.055255780528216995,-0.2726638406507372
2000-05-01,0.2100281789720904,0.6724703122421043,21.073586194433492,55.97027954855488,28.846824196380478,8.795520179655009,20.81400152357579,32.78115876608697,20.686900185047598,6.677542721578764,26.00967710252521,63.18955851893237,30.37272392800609,62.76554038046858,32.32330467031445,33.798591526418015,10.241268835013372,41.787224431442134,-0.06422998122381514,-0.28724072574505316
2000-06-01,0.9053878425625417,0.3167656301256692,19.9,56.16,29.02,8.01,20.9,32.08,21.02,4.99,25.205,63.56,36.87,63.1,32.52,34.91,10.27,42.49,-0.21339207460368112,-0.21818020868358498
2000-07-01,2.4161875128616437,-0.5153875252843395,21.179613755530074,55.432727825078686,28.238372581694176,8.882511050029825,20.351897964071043,32.3046775366097,20.327889921697263,6.767447564388629,25.984132166581084,61.962015489795235,29.77933466426162,62.08171158657117,31.757781892676952,33.324832196219454,10.33875539534532,41.07564730766496,-0.25826307808167176,-0.14078884851647736
2000-08-01,2.082491355132191,-0.7124936060167494,23.71,58.85,32.35,10.39,23.393476540053534,35.68,21.81,8.38,28.0,64.3444152575374,35.73,66.89,36.15,38.58,12.42,45.47,-0.28121527622435305,-0.05121271792712848
2000-09-01,-0.333044500959952,-0.6677857698241333,22.907258465338337,58.38276718461322,31.91063746521127,10.65509608690382,23.94039255439975,35.067588820619946,22.08206472995337,8.539632914959707,27.99,65.3964530355264,34.318915036291905,65.44202088617891,35.441945054501886,38.284863223946054,11.78505856464243,45.24802540974358,-0.2926913752956937,-0.08900561945621681
2000-10-01,-0.7356185271466027,-0.5251775624068102,23.36162561764015,58.96948912390806,32.75280576400668,11.074427902873564,24.767682781965654,35.67365600317939,22.36242601812271,8.969053383891403,28.355,66.30175843755349,35.34259658898166,66.18888408600431,36.28205336846683,39.39492578019556,12.168730974810344,46.23801753808704,-0.294594993625063,-0.08330397427921873
2000-11-01,-0.96667335710723,-0.5888128037028697,23.51,59.16,33.64,11.16,25.85,36.46,23.47,9.38,28.8152633633596,67.59183532976944,35.46,67.0,37.14,39.4,12.45,47.38,-0.30302530336941275,-0.07498489796456798
2000-12-01,-0.8242420137001978,-0.636131316461478,24.315020973855223,60.25172339818835,34.55707093215477,11.965370791842195,26.537521087862125,36.9798789551782,22.9973571099912,9.878777058916413,29.16,68.21562958511763,37.538898120497585,67.79681556348686,38.0827636871966,41.77711490751093,12.97293579031442,48.35006338890326,-0.313631176918756,-0.06289366838665046
2001-01-01,-0.8004316288287253,-0.6524480449989292,22.907456094746866,61.443125843538105,34.77317549246891,11.04355582927816,26.39292223437546,37.46355424614648,24.487363900857986,8.847891131902266,29.51,68.78681476877425,37.60665424825168,68.53292128712475,38.241879540135876,41.524409218229714,11.740876081944013,48.31030468729559,-0.3220614866631058,-0.05108148434909749
2001-02-01,-1.0491035007880345,-0.6606064092676548,23.273864118341358,61.87886805831795,35.39075095211963,11.388371083300827,27.012585987030008,37.90929632935749,24.700188818672256,9.199209195816916,29.82,69.36985979116766,38.37554561045402,69.07042317812454,38.863079036768944,42.377110503183125,12.05053920555125,49.03035754879436,-0.33334722390150956,-0.05058419999960346
2001-03-01,-0.776911584112144,-0.5773910937266539,23.61,61.98930435042196,35.61520579663036,12.55,27.62,38.13,25.1,9.2,29.95,69.50742932153008,38.38,69.231421499654,39.095312797512804,41.68,12.63,49.3,-0.3423214245971076,-0.03870730053102925
2001-04-01,-0.7218972035363674,-0.4501206111345349,23.6017432617126,61.3,35.5,11.695195654169892,27.120803220384794,37.888603348001006,24.61482280920288,9.510960912348917,30.04,68.87897167225081,38.49945648965828,69.0,39.1,42.649061229650805,12.332822254693685,49.02500623018654,-0.4164265667046983,-0.049485618887565606
2001-05-01,0.7029128404004894,0.5517265210649658,22.77691380499408,59.66526726005651,32.08326987880342,11.123400406949637,24.244782484303848,35.54293070178796,23.71409839834076,8.874341187837189,29.82,62.999531150893134,35.000541745494,65.73514388738074,35.74580245490881,39.39982810205952,11.6441194883418,44.96612022678253,-0.4264885493027932,-0.008411897101865684
2001-06-01,0.5960328467205497,0.5403048110887501,21.3,55.96,29.09,8.32,21.03,32.48,20.62,5.71,25.735,63.10261857613407,30.09,62.37,32.59,33.51,9.99,42.25,-0.40786028422253645,-0.03419148008869835
2001-07-01,1.6725410112877195,-0.3718003141547694,21.329798986225285,55.77027941018606,28.516047124795595,9.097273891262164,20.65151177454409,32.54774790998214,20.61538542103024,6.968507602835128,26.35,61.88406859047726,30.188448175081426,62.33643581216845,32.054797982456805,33.82912188028025,10.46208145781572,41.338969623226824,-0.39589468329507227,-0.09616202188652538
2001-08-01,2.025610808800032,-0.6296046250464976,23.66,58.55,31.94,10.46,23.5,34.78,21.59,8.42,26.865,64.27939833996786,34.3,65.64,35.46,37.68,12.45,45.24,-0.3889872682142179,-0.10090206741420527
2001-09-01,1.0376745783299959,-0.6824708255078393,22.72193953494549,57.99526533808688,31.535318750368628,10.419443592632954,23.554540028397042,34.759491766456996,21.786426492550447,8.31424731366986,27.63,65.28716501524231,33.80825379207591,65.09622647957988,35.05233970934806,37.68682557550503,11.63183665845537,44.860149389731596,-0.3902110228545268,0.013324522526623722
2001-10-01,-0.39173146545128834,-0.5773910937266539,23.38566960359119,59.034804421834245,32.76057575289647,11.130506503513532,24.793579839420886,35.69701891679827,22.445978351224852,9.017999814844561,28.48,66.11418065749129,35.39098664839292,66.19306302151023,36.3007206673079,39.48247192714458,12.187818138287557,46.218835729566585,-0.39456215046451376,0.04198177766789992
2001-11-01,-0.7291014416650021,-0.5741277480191637,23.79257172633533,59.53,33.61,10.85,25.06,36.04,21.46,8.86,28.65,67.33,34.1,66.79,37.01,38.58,12.53299503196364,46.83,-0.39333839582420493,0.06177943728808557
2001-12-01,-0.5717860504746798,-0.6328679707539878,24.452601453532075,60.5623935707692,34.78630308906439,12.173660274837792,26.795702248791308,37.19000847728954,23.277940622708257,10.071871487239129,29.53,68.04060543471765,37.89884192364958,68.00470632134818,38.3341895360573,42.23774051612933,13.085613589917447,48.55200055919287,-0.39306645034858073,0.08281743422354541
2002-01-01,-0.7564570333656608,-0.6263412793390073,22.889542038344203,61.404854535389674,34.70879987441147,11.032401788773695,26.336969894241136,37.41902608364206,24.474736028005946,8.835063761202086,29.51,68.66678160199483,37.539506568175604,68.47090008531868,38.18078777554437,41.462773992122244,11.725790952430739,48.22996769752266,-0.3908908865435872,0.08648198384546744
2002-02-01,-1.0069032615507227,-0.641515836878837,23.298432420992107,61.93221415129178,35.421772034842476,11.428694104849066,27.051766312376948,37.941063163189064,24.753425148541176,9.236096059012027,29.8952139378611,69.30478625092947,38.432632596594466,69.09734697390998,38.89945376898529,42.456251071398235,12.07060869004351,49.05210766842455,-0.3893000055111857,0.08999867044857675
2002-03-01,-0.6744990845733481,-0.5969711679715952,23.91,62.29,36.82,11.53,28.47,38.42,24.81,9.65,30.22,69.508248962148,38.39,70.0,40.29,43.47,12.5,50.69,-0.39093167836493087,0.09853304541014309
2002-04-01,-0.5441292286176043,0.027959535012783854,23.651343169073616,61.92541464751903,35.479460220620794,11.766005967930356,27.215804146938353,37.96514257199242,24.707091480656832,9.577260689492928,30.159999999999997,68.8448516874261,38.62952755219005,69.04385876121029,38.992864123287866,42.8111166545897,12.373601810208182,49.10635796715034,-0.3510916661859876,0.11334704332004003
2002-05-01,0.15651992153880034,0.3200289758331595,22.50364292243069,59.07414842428297,31.588538091169955,10.740304729127379,23.710818678198805,35.11300174680159,23.215839246391663,8.51448549531737,29.18,63.12295512859164,34.274076398205715,65.28371619524687,35.217287980817815,38.50546833027881,11.419270364387412,44.49305785635253,-0.37039979495530484,0.06781430008156594
2002-06-01,0.32290753161439384,1.7412160314451548,18.43,54.83,27.2,6.44,19.34,31.18,18.44,3.82,27.406179082279824,63.01433672018729,27.28,62.29,30.7,30.69,7.93,39.84,-0.27032385992560437,0.04505385715605296
2002-07-01,2.0434160073606087,-0.12052269467802162,21.58971005647777,56.33080447565728,29.09961414310354,9.412249912484645,21.233490582897723,33.01448746885015,21.018398343244904,7.272690572137282,26.810269672711645,62.22,30.948479282791844,62.880529505823965,32.65104180127783,34.690394004777026,10.677159840597206,41.96342621833495,-0.2493840583025421,0.07596010682879373
2002-08-01,1.2259563982750947,-0.5219142166993199,22.17120735703036,57.18993709116774,30.344497392679504,9.934396432865489,22.422352727650406,33.90885611196659,21.422330425193355,7.811382955337685,27.2463733129962,63.76,32.41559565097405,64.0125782791439,33.87987926178589,36.232766638234374,11.167301194132936,43.439947540526354,-0.24040985760694392,0.009322239285048939
2002-09-01,0.28819159333683275,-0.5969711679715952,22.48361255225214,57.47874301232997,31.169967655791805,10.05644180880788,23.13221576658659,34.41836916449165,21.310412084040873,7.978130565767035,26.985,65.66,33.215096382072694,64.76964458163138,34.646145023484216,36.91305229175604,11.436454366788485,44.54967413225172,-0.2332848861455903,-0.05313467613104799
2002-10-01,-0.5158280954900549,-0.5839177851416343,23.04,58.03,32.52,10.83,24.37,35.13,22.02,9.06,28.035,66.47,33.89,66.17,36.05,37.6,12.41,45.95,-0.23382877709683866,-0.06347606196761187
2002-11-01,-0.8651788561361361,-0.5757594208729088,23.875602331751193,59.70808802915922,33.87652774314503,11.514936038634021,25.830052419979225,36.47001240832643,22.677138932606194,9.428940076362892,28.675,67.81,36.64353161414696,67.21201024703774,37.38473616596425,40.74085952386229,12.03,47.588144402848464,-0.23396474983465074,-0.07481584650687303
2002-12-01,-0.779277238859826,-0.6165512422165367,24.55111423445689,60.77194132252832,35.20122794434559,12.208380225961493,27.14334023985866,37.46604327624022,23.309180353411467,10.121889132988162,29.45,68.945,38.305329996874654,68.40760736347134,38.72057131118575,42.58241650926663,13.169228036091933,49.08784413486773,-0.2326050224565298,-0.0921067788723019
2003-01-01,-0.7852763997384061,-0.6296046250464976,23.340473225905576,62.37632327810382,35.78867113932708,11.549407147448706,27.390881382471903,38.26328698304933,25.13165836492719,9.34009039859022,30.22,69.52,38.8993237197733,69.4833095195065,39.271048521629105,42.96337732631553,12.099668709828393,49.417463249612716,-0.23287696793215404,-0.09450839273669732
2003-02-01,-1.0398969027849516,-0.5822861122878892,23.59418353778695,62.56661868541507,36.31342794662018,11.687633690582098,27.863268458891085,38.58862729661078,25.069249008317946,9.505533441114487,30.12,70.6,39.43659284453714,69.94753772025473,39.766354842176966,43.45770781196919,12.31780561346427,50.11414775089755,-0.22794115754957503,-0.09725786283954974
2003-03-01,-0.7855270402176843,-0.24452983156265037,23.677388868917163,62.35474467118055,36.198683919298645,11.711164370531362,27.77844341749622,38.46495401941789,24.851589963383248,9.542200364970284,29.99,70.53,39.29940222963837,69.79198437694984,39.6527159292905,43.326216673981484,12.39300309075594,50.02160271088484,-0.19857104618216295,-0.10651019247657774
2003-04-01,-0.6488739620237653,0.6333101637522216,21.36,61.01,35.49,9.83,27.74,37.54,25.37,9.194082819238655,29.3,69.95,38.25,68.89,38.96,41.8,9.99,48.96,-0.1481251604538765,-0.11523892026042452
2003-05-01,-0.14070634892370074,0.9922781915761469,21.036973453417566,55.89956154830185,29.066558579928614,8.62594758817153,20.932398664853373,32.873734210876925,20.458037922009222,6.538198619146826,25.57,64.32,30.456541624016573,62.99617469067474,32.49105062977144,33.7179025221161,10.213925753295907,42.15990863302131,-0.09210439247529419,-0.1400077761322996
2003-06-01,1.1651104357020852,0.9351696416950679,20.455269226228577,54.26349322976724,27.66012090460026,7.7625211145046595,19.49305695679466,31.662816838454418,19.100476295739483,5.734145803967483,24.02,64.16431501976984,28.504330290245043,61.65372110764554,31.02042565990409,31.414243079312577,9.740770728707282,40.774958406966284,-0.15927492495446813,-0.06982420079165864
2003-07-01,2.7755369348578194,-0.3881170426922205,21.73,55.21,28.41,9.15,20.73190237140566,32.08,20.8,6.632630099035747,25.394999999999996,63.95,30.42,62.35,32.01,33.78,11.21,41.96,-0.18157445395565133,-0.008814123500224444
2003-08-01,1.9715564988663807,-0.6198145879240269,22.153944042474844,57.14424883478876,30.869775888028375,9.666990215351651,22.75359406505467,34.16645342017268,21.041798422655308,7.601140290774758,26.475,66.0,32.709867845362204,64.54903084822257,34.30722855128809,36.228641562539316,11.159113108552681,44.269425608460374,-0.18973281822437693,0.05331921821571606
2003-09-01,0.5036386833188693,-0.6312362979002427,23.43,57.85490881358951,33.15,10.220425066689392,23.597025265419347,35.21,21.512703254838073,8.145906035858562,27.15,66.33,33.794993061037,65.24865918102003,35.13959924539406,37.71,11.582624314352618,46.13,-0.1925882457184309,0.07127314238088577
2003-10-01,-0.31086812304329914,-0.6002345136790855,23.34806684492666,58.52,32.87670575122847,10.46,24.31,35.73211126697725,21.72,8.7,28.15,66.87,34.55,66.02,36.31,39.376741102511794,12.19,46.43818128145313,-0.1939479730965518,0.08835314008478208
2003-11-01,-0.8350061306778405,-0.5594426923354576,24.028766706267902,60.03981591508877,34.12618748216852,11.741730068491636,26.111211495248988,36.69684396637353,22.97373560850951,9.639943308866336,29.07,67.63,37.03381667807688,67.4369797228726,37.65808656896145,41.23953499735294,12.728433942787866,47.81062405038721,-0.19258824571843092,0.09086753387297337
2003-12-01,-0.7840315398939447,-0.5773910937266539,24.473548303819943,60.606287776811506,34.91868151864816,12.161748073578233,26.898576052597612,37.27129326257654,23.2568907349798,10.067630657989412,29.455,68.41,38.012260896523095,68.13519758309766,38.45289890088931,42.31518436798758,13.10386989924529,48.7341151848676,-0.18932490001094068,0.09047134212013018
2004-01-01,-0.7297511150174455,-0.6132878965090464,23.13783516404638,61.93964272506989,35.31173335861193,11.313436039252606,26.922741642741627,37.8881585192241,24.831227188039563,9.110336025588595,29.89,69.17,38.29334565355878,69.03681385296399,38.78800787175625,42.28982489838544,11.931746745334149,48.89669505132979,-0.18796517263281973,0.09509844918021022
2004-02-01,-0.8243842839231756,-0.606761205094066,23.41780881498326,62.17626601259152,35.731596434621935,11.548353077701622,27.344109023699467,38.1729876031318,24.895030530775898,9.35648908490122,30.03,69.66,38.80092963849696,69.3889137903297,39.20613699427844,42.843543625754684,12.170155185192016,49.40904124337539,-0.1900047637000011,0.11305783408535823
2004-03-01,-0.6387768622461734,-0.3032700542974745,23.02,61.25,36.05,10.84,27.42,37.78,25.31,8.52,29.81,69.87,37.59,69.04,39.51,41.59,11.49,49.52,-0.19489978226123647,0.12528701558298413
2004-04-01,-0.32782200356582075,0.1943901660947856,23.4678376083727,61.51708755611106,35.054736967365585,11.542430721911549,26.794208923596017,37.62527613611422,24.41323638993709,9.36154282439264,29.83,68.59,38.078826538154566,68.6460509848236,38.55960805065757,42.18961477564998,12.22192202789433,48.651438527257646,-0.23147644873268947,0.15204134545447953
2004-05-01,0.16933719075841389,0.597413360969829,21.519735561539065,56.92194544143534,30.548833015526686,9.030164250327692,22.27224411618233,33.94065112682922,20.93947100093225,6.9637420281952345,25.88,66.575,32.10538507913255,64.41040955826952,33.926534081979824,35.342907870347624,10.618031164677575,43.94047644873378,-0.26438185128321595,0.1778783070946557
