time,Q,151179,151189,157214,151101,67037,151191,157208,69402,151081,151061,151161,150967,151190,151188,151143,164350,156566,157209,157211,209148,209157,209254,209255
1995-06-30,8235.0,,,,8.15,,,,,,,,,,,,43.02,,,,31.22,27.85,,
1995-07-31,3910.0,21.53,,,8.15,20.08,28.81,,53.57,6.97,26.27,31.61,,64.09,5.08,19.32,47.744361891313474,,,,36.1903467871197,31.986688365394233,,
1995-08-31,1530.0,22.077095208855706,,,10.626000140401366,22.947331612366007,34.6002128299959,,58.31985919895377,8.973469854518896,31.959555069671644,35.11206059535948,,65.96901637897595,8.45552482688995,24.06547386435954,49.257255002018475,,,,38.360688522938844,34.06962396941305,,
1995-09-30,1535.0,21.760364423146953,,,10.559673957282197,22.920144611984135,34.204201254343175,,57.9424626730134,8.955676860625736,31.610574870946973,34.82919499980986,,65.6594109112685,8.403583847094838,23.781500277997367,49.05008232903534,,,,37.970798483188794,33.71914276364723,,
1995-10-31,1610.0,21.4007228362972,,,10.461150677544937,22.861615840429504,33.7221359044501,,57.31,8.923048064447068,31.192656909564732,34.49472911212103,,65.28896268541088,8.321329128353252,23.432965585056888,48.785441320799606,,,,37.49257267909797,33.28539079306197,,
1995-11-30,1735.0,22.29,28.31,,10.83,23.03,34.62,,57.04731848933109,9.24,31.84,36.17,25.97,66.59,8.84,24.19,48.09,,,,39.03,34.39,,
1995-12-31,2630.0,20.288857550321076,27.735,,9.892668034498495,22.36621884333174,31.863407163885526,,56.058421367203735,8.680910660918542,29.654396687337382,33.30974389212417,25.565,65.99,7.802396953786398,22.058840105597742,47.63302394434477,,,,35.61034136172741,31.53753793437776,,
1996-01-31,1900.0,24.127539079383464,28.43,,10.920656250361569,22.962796213009206,36.97583200465711,,60.71397667336444,9.016538151093199,34.093066109617325,36.866201958556175,26.34,66.82,8.65667386607589,25.752430996854248,50.42779504946561,,,,40.67861912447323,36.13083954912382,,
1996-02-29,3250.0,23.83,27.89,,12.23,21.23,35.24,,57.8,8.3,33.63,35.07,25.65,67.11,9.05,24.47,46.81,,,,38.85049740752724,34.41307394806957,,
1996-03-31,2410.0,23.262432341254456,28.5,,10.573305384022158,22.69050666694692,35.24,,59.622648289779846,8.878975773170337,32.98480674295498,35.99852729045777,25.91,66.97,8.348144844767496,24.790006590004108,49.65142646135256,,,,38.95,34.04,,
1996-04-30,8360.0,20.191440523346014,27.29,,7.954214034701254,20.072303832965364,29.06407286514997,,55.24384666988054,7.648683500553695,27.757371800287764,32.12555375338819,25.64,67.12,5.862950301143387,19.815698689886247,45.1397974392441,,,,32.55578493405413,28.472450343914616,,
1996-05-31,12600.0,18.95,24.89,68.67,6.99,18.775,24.57,57.72,51.41,7.15,23.921663425361245,29.03,21.215,59.88,3.84,16.181168636677903,40.18,15.71,7.81,,26.77,23.28,,
1996-06-30,13400.0,17.217148097009463,21.815,67.51317645764368,5.659555450842202,17.824865851667308,23.01149274546253,57.286755890266534,51.09104047530484,6.58665592032737,23.78,28.512942978318122,20.76,56.74,3.6986557503624784,15.74,41.076713195929074,17.000853507839658,7.32223397257777,27.21,26.33659169797152,22.603585652273836,,
1996-07-31,3530.0,21.464928876051363,23.76,73.76785781216198,9.831385338115243,22.100677276100715,32.9045149491458,64.43729653918298,57.34774904476165,8.582337523964522,30.663236401852195,34.18413284814249,23.33,58.2,7.686831089195218,22.767593741877278,48.01271447399298,18.430662218195625,12.212252914792254,34.18555544245537,36.587491834575054,32.364724895308754,,
1996-08-31,1630.0,20.66,25.42,61.21,10.58,22.63,31.26,62.49,54.83,8.16,28.08,32.8,24.22,62.0,7.66,20.7,44.5,16.65,13.37,31.69,33.93,31.0,,
1996-09-30,1505.0,21.76378265534825,26.09,73.71556086820203,10.570416560684322,22.932385949871083,34.222472141275034,64.19,57.950187087161524,8.961236336367536,31.623696902132004,34.83798340307048,24.63,63.75,8.414199520491998,23.795834618244218,49.065018642212095,18.534107386618462,13.155907506812119,35.15842962365784,37.9903473436916,33.7383847309909,,
1996-10-31,1570.0,21.40877397183273,27.53,72.91165186128364,10.476187250949085,22.878215489222427,33.75083925749918,64.85150506970612,57.51993861566258,8.930647067991599,31.21398492013402,34.50955638492164,25.48,65.30770202771308,8.336037742984773,23.455189469986255,48.80761809881929,18.416238922915944,13.089657301117356,34.7524752035572,37.52291000208514,33.31488403362195,,
1996-11-30,1555.0,22.56,28.19,76.72,10.418449007833958,23.22,34.63,66.93,58.38,9.78,33.13,36.66,26.225,66.5,9.04,25.93,52.93,18.314308454772416,14.21,36.64,39.73,35.27,12.06,
1996-12-31,1460.0,20.82042676262459,28.69,71.49879119893907,11.98,22.87530762449937,33.07097918818059,64.22056241823975,56.83344633763666,8.918976306171658,30.603000368328043,34.00696342294287,26.66,67.44,8.279607927900976,22.972582539651402,48.4733732496162,19.14,13.077976672377662,34.14943926562362,36.85977494544707,32.72542504838076,11.794647629568903,
1997-01-31,1990.0,24.085842949375394,28.785,79.31058920790794,10.882010520343377,22.92357141485547,36.88193980960212,67.74198423681874,60.65340031365775,8.998182400868622,34.01921229515899,36.81185213269632,26.235,67.625,8.61983739496662,25.681425094711603,50.36263086587919,19.3031180434255,13.179089804681434,37.52217173851953,40.58152296211401,36.038578090177026,11.811473946625467,
