fid,OBJECTID,PropType,TotAcres,YrBuilt
660,305899,IMP_U,2.9,1970
1826,304014,IMP_U,0.515,1970
2052,304630,IMP_U,0.55,1970
2071,304874,IMP_U,0.483,1970
2074,304893,IMP_U,0.528,1970
2086,304886,IMP_U,0.501,1970
2137,304914,IMP_U,0.503,1970
2151,305055,IMP_U,0.497,1970
2254,305666,IMP_R,1.8,1970
2577,303969,IMP_R,1.03,1970
3862,306649,IMP_U,0.25,1970
3931,306593,IMP_U,0.275,1970
4133,308201,APT_U,0.76,1970
4182,308251,IMP_U,0.23,1970
4186,308322,IMP_U,0.23,1970
4217,311204,IMP_R,1,1970
4230,311455,IMP_R,0.68,1970
4231,311547,IMP_R,9.24,1970
4312,316269,IMP_R,0.821,1970
4517,314724,FARM,166.266,1970
4617,326345,IMP_R,0.092,1970
4653,326389,IMP_R,0.184,1970
4709,326927,MOB,1.27,1970
4965,328329,IMP_R,7,1970
5210,306918,IMP_U,0.236,1970
5305,307268,IMP_U,0.135,1970
5320,307146,IMP_R,1,1970
5409,307612,IMP_U,0.23,1970
5538,307824,IMP_R,0.499,1970
5629,307800,IMP_U,0.501,1970
5633,307843,IMP_U,0.482,1970
5648,308383,IMP_U,0.716,1970
5649,308420,IMP_U,0.375,1970
5650,308428,IMP_U,0.368,1970
5805,309274,IMP_U,0.116,1970
6288,308644,IMP_U,0.219,1970
6343,309030,IMP_U,0.248,1970
6455,309070,IMP_U,0.248,1970
6464,309145,IMP_U,0.263,1970
6506,309008,IMP_U,0.536,1970
6602,309583,IMP_U,0.38,1970
6668,309590,EP,2.06,1970
6694,309673,IMP_U,0.059,1970
6695,309788,IMP_U,0.065,1970
6701,309641,IMP_U,0.159,1970
6704,309645,IMP_U,0.054,1970
6706,309639,IMP_U,0.073,1970
6707,309553,IMP_U,0.234,1970
6708,309637,EP,0.073,1970
6711,309727,IMP_U,0.08,1970
6712,309775,IMP_U,0.085,1970
6713,309632,EP,0.066,1970
6716,309610,EP,0.094,1970
6720,309635,IMP_U,0.233,1970
6721,309628,IMP_U,0.109,1970
6722,309701,IMP_U,0.088,1970
6723,309750,IMP_U,0.097,1970
6848,309605,IMP_U,0.116,1970
6849,309636,EP,0.054,1970
6850,309633,EP,0.053,1970
6851,309630,EP,0.056,1970
6852,309642,IMP_U,0.054,1970
6853,309649,IMP_U,0.066,1970
6854,309684,IMP_U,0.119,1970
6855,309731,EP,0.082,1970
6856,309774,IMP_U,0.085,1970
6857,309813,IMP_U,0.082,1970
6858,309804,EP,0.074,1970
6859,309828,IMP_U,0.113,1970
6884,309872,IMP_U,0.113,1970
6885,309876,IMP_U,0.096,1970
6886,309875,IMP_U,0.074,1970
6887,309911,IMP_U,0.07,1970
6888,309895,IMP_U,0.085,1970
6889,309896,IMP_U,0.085,1970
6898,309958,EP,0.11,1970
6899,309943,EP,0.082,1970
6900,309949,EP,0.08,1970
6907,309986,EP,0.112,1970
6912,310000,IMP_U,0.115,1970
6923,310043,IMP_U,0.076,1970
6924,310048,EP,0.106,1970
6927,310039,IMP_U,0.116,1970
6928,310064,EP,0.053,1970
6929,310061,EP,0.148,1970
6930,310059,EP,0.053,1970
6931,310057,EP,0.053,1970
6933,310056,EP,0.073,1970
6934,310054,EP,0.073,1970
6935,310053,EP,0.053,1970
6936,310051,EP,0.053,1970
6937,310049,EP,0.053,1970
6938,310077,EP,0.099,1970
6939,310076,IMP_U,0.214,1970
6940,310087,IMP_U,0.222,1970
6942,310062,EP,0.069,1970
6943,310071,IMP_U,0.177,1970
6989,310575,IMP_U,0.131,1970
7059,310268,IMP_U,0.175,1970
7139,311017,IMP_U,0.545,1970
7339,311234,MOB,0.608,1970
7360,311433,IMP_U,0.292,1970
7531,313330,IMP_R,0.496,1970
7533,313391,MOB,4.39,1970
7747,315880,IMP_R,0.472,1970
7787,317147,IMP_R,0.551,1970
7945,319990,IMP_R,2.2,1970
7974,320007,IMP_R,1.4,1970
7982,320649,IMP_R,2.28,1970
8121,334947,IMP_R,13.63,1970
8211,338134,IMP_R,3.051,1970
8218,338148,IMP_R,1.143,1970
8242,338327,IMP_R,1.52,1970
8385,317237,IMP_R,0.434,1970
8478,312707,IMP_U,0.129,1970
8503,313437,IMP_U,0.116,1970
8567,311655,IMP_U,0.219,1970
8597,318720,IMP_U,0.19,1970
8686,312607,IMP_U,0.283,1970
8699,312877,IMP_U,0.091,1970
8765,314937,IMP_U,0.215,1970
8825,314120,IMP_U,0.143,1970
8852,316294,IMP_U,0.143,1970
8895,315852,IMP_U,0.143,1970
8908,313353,IMP_U,0.109,1970
9038,315825,MOB,0.219,1970
9145,311932,IMP_U,0.254,1970
9328,313102,IMP_U,0.172,1970
9340,313348,IMP_U,0.23,1970
9345,312725,IMP_U,0.047,1970
9523,314014,IMP_U,0.069,1970
9526,314008,MOB,0.414,1970
9581,585776,EP,0.133,1970
9665,314523,IMP_U,0.481,1970
9759,316158,IMP_U,0.219,1970
9774,316416,IMP_U,0.084,1970
9810,315778,IMP_U,0.146,1970
9857,316231,IMP_U,0.321,1970
10027,316042,IMP_R,5.65,1970
10041,319617,IMP_R,0.351,1970
10702,314978,IMP_U,0.387,1970
10768,315712,MOB,2.52,1970
10835,317229,EP,0.945,1970
10841,317605,EP,0.887,1970
10842,317657,IMP_U,1.78,1970
10867,584905,EP,0.945,1970
10996,320897,IMP_R,0.303,1970
11039,320411,IMP_R,0.35,1970
11048,320552,IMP_R,0.303,1970
11057,318689,IMP_U,0.161,1970
11076,319532,IMP_U,0.19,1970
11164,321773,IMP_R,0.757,1970
11171,319808,IMP_U,0.173,1970
11173,319825,IMP_U,0.175,1970
11174,319867,IMP_U,0.174,1970
11206,320173,IMP_R,0.256,1970
11285,322003,IMP_R,0.265,1970
11368,324796,IMP_R,0.459,1970
11464,325110,MOB,0.63,1970
11520,324302,IMP_U,0.51,1970
11735,327526,IMP_R,1.007,1970
11760,316127,IMP_U,0.186,1970
11770,316372,IMP_U,0.25,1970
11929,317124,IMP_U,0.149,1970
12136,318547,IMP_U,0.119,1970
12263,319511,IMP_U,0.257,1970
12345,318482,IMP_U,0.149,1970
12395,318831,IMP_U,0.209,1970
12403,321707,IMP_U,0.121,1970
12476,320008,IMP_U,0.187,1970
12536,319679,IMP_U,0.165,1970
12540,319722,IMP_U,0.239,1970
12545,320097,IMP_U,0.239,1970
12565,320721,IMP_U,0.22,1970
12580,320351,IMP_U,0.172,1970
12643,319860,IMP_U,0.11,1970
13501,322375,IMP_R,0.477,1970
13503,322671,IMP_R,0.473,1970
13715,320332,IMP_R,0.309,1970
13819,324866,IMP_R,0.768,1970
14413,335068,IMP_R,0.265,1970
14420,335345,IMP_R,0.23,1970
14427,335579,IMP_R,0.25,1970
14845,322371,IMP_R,2.02,1970
14998,332737,IMP_R,0.25,1970
15063,330871,IMP_R,5.02,1970
15246,585718,IMP_R,16.92,1970
15458,335776,IMP_R,0.25,1970
15746,323180,EP,0,1970
15747,585625,KU,0,1970
15751,588799,KU,0,1970
15840,322833,IMP_U,0.354,1970
15931,323212,IMP_U,0.457,1970
15953,324103,IMP_U,0.267,1970
16004,325403,IMP_U,0.261,1970
16132,325745,IMP_U,0.359,1970
16178,324945,IMP_U,0.248,1970
16459,327116,IMP_U,0.234,1970
16688,587687,EP,0.089,1970
16711,327542,IMP_U,0.749,1970
16716,327718,IMP_U,0.479,1970
16745,327519,IMP_R,0.459,1970
16769,586864,EP,1.906,1970
17358,335388,IMP_U,0.441,1970
17499,335181,IMP_U,0.381,1970
18616,341195,IMP_R,3.539,1970
18647,342076,IMP_R,2.52,1970
18737,342314,FARM,24.13,1970
18741,342426,IMP_R,7.4,1970
18746,342413,IMP_R,5.06,1970
18790,342528,IMP_R,2.75,1970
18978,350092,FARM,2,1970
18984,587857,FARM,270.206,1970
19071,353059,IMP_R,6.73,1970
19115,352815,IMP_R,5,1970
19130,353116,IMP_R,5,1970
19291,351960,IMP_R,10,1970
19492,351413,IMP_R,1.8,1970
19670,350865,EP,28.441,1970
19671,350887,IMP_R,113.38,1970
19703,328807,IMP_U,0.716,1970
19709,328737,IMP_U,0.096,1970
20379,331054,IMP_U,0.269,1970
20383,331199,MOB,0.716,1970
21630,316319,EP,0.86,1970
21653,316462,IMP_U,0.179,1970
21707,320802,EP,0.735,1970
21864,317341,IMP_U,0.164,1970
21868,317191,IMP_U,3.06,1970
21962,317384,IMP_U,0.164,1970
22030,317955,IMP_U,0.134,1970
22130,318957,IMP_U,0.149,1970
22242,320599,IMP_U,0.145,1970
22422,328222,EP,0.207,1970
22424,328433,IMP_U,0.459,1970
22491,330428,MOB,0.179,1970
22933,307989,IMP_U,0.394,1970
22940,308094,IMP_U,0.402,1970
23006,308019,IMP_U,0.288,1970
23009,308119,IMP_U,0.234,1970
23012,308183,IMP_U,0.23,1970
23015,308244,IMP_U,0.23,1970
23117,308821,IMP_U,0.419,1970
23157,309899,IMP_U,0.223,1970
23301,310193,IMP_U,0.29,1970
23389,312421,IMP_U,0.248,1970
23475,312895,APT_U,0.165,1970
23479,312888,APT_U,0.165,1970
23522,314410,IMP_U,0.711,1970
23554,314418,IMP_U,0.757,1970
23557,314252,IMP_U,0.346,1970
23566,314811,IMP_U,0.57,1970
25280,314889,IMP_U,0.172,1970
25564,309026,IMP_U,0.3,1970
25610,309319,IMP_U,0.549,1970
25630,308927,IMP_U,0.384,1970
25633,309033,IMP_U,0.319,1970
25776,309681,IMP_U,0.257,1970
25955,310179,IMP_U,0.304,1970
26046,310451,IMP_U,0.218,1970
26076,310828,IMP_U,0.202,1970
26140,310926,IMP_U,0.201,1970
26699,330915,EP,0.179,1970
26811,329302,TU,0.07,1970
26840,327634,APT_U,1.701,1970
27334,330736,EP,0.269,1970
27350,330159,EP,0.121,1970
27876,329557,IMP_U,0.179,1970
28378,323986,IMP_U,0.463,1970
28429,324816,IMP_U,0.568,1970
28511,588149,IMP_U,0.358,1970
29038,313249,IMP_U,0.09,1970
29387,315812,IMP_U,0.09,1970
29402,316008,EP,0.199,1970
29472,316922,EP,0.537,1970
30352,323500,IMP_U,1.891,1970
31128,336792,IMP_U,0.258,1970
31132,337095,IMP_U,0.225,1970
31198,332870,IMP_U,0.215,1970
31274,330415,IMP_U,0.26,1970
31536,336038,IMP_U,1.26,1970
31549,333929,IMP_U,0.467,1970
31567,334503,IMP_U,0.76,1970
31580,336763,IMP_U,0.222,1970
31589,336950,IMP_U,0.236,1970
31604,337441,IMP_U,0.25,1970
31647,331508,IMP_U,0.55,1970
31712,333853,IMP_U,0.248,1970
31782,338180,IMP_U,0.277,1970
31783,337999,IMP_U,0.232,1970
31818,332323,IMP_U,0.252,1970
31862,337014,IMP_U,0.231,1970
31863,337037,IMP_U,0.321,1970
31874,337258,IMP_U,0.321,1970
31966,330239,IMP_U,0.216,1970
31984,330674,IMP_U,0.474,1970
32005,332288,IMP_U,0.27,1970
32007,332327,IMP_U,0.27,1970
32008,332305,IMP_U,0.27,1970
32011,332476,IMP_U,0.271,1970
32015,332663,IMP_U,0.27,1970
32019,332826,IMP_U,0.27,1970
32021,332993,IMP_U,0.27,1970
32041,338280,IMP_R,0.393,1970
32093,336164,IMP_U,1.001,1970
32280,331981,IMP_U,0.5,1970
32369,340043,IMP_R,4.070000000000001,1970
32478,338265,IMP_R,0.364,1970
32481,338317,IMP_R,0.415,1970
32504,338674,IMP_R,0.706,1970
32581,333479,IMP_U,0.29,1970
32585,333656,IMP_U,0.232,1970
32593,333925,IMP_U,0.347,1970
32596,334019,IMP_U,0.357,1970
32598,334103,IMP_U,0.306,1970
32636,338962,IMP_R,3.98,1970
32659,341642,IMP_R,0.78,1970
32715,334474,IMP_U,0.307,1970
32753,333860,IMP_U,0.241,1970
32845,322342,MOB,0.409,1970
33054,323222,IMP_R,0.551,1970
33250,322275,MOB,0.441,1970
33312,329329,IMP_R,4,1970
33380,326231,IMP_R,0.22,1970
33604,325742,IMP_R,0.11,1970
33665,324139,IMP_R,0.22,1970
33710,328008,IMP_R,1.39,1970
33724,328647,IMP_R,1.68,1970
33779,324598,IMP_R,0.378,1970
33790,324990,IMP_R,0.234,1970
33812,325602,IMP_R,0.22,1970
33892,325428,IMP_R,0.22,1970
33895,325608,IMP_R,0.321,1970
34128,329374,MOB,6.5,1970
34365,326767,IMP_R,0.956,1970
34514,311899,IMP_U,11.95,1970
34597,311437,EP,0.214,1970
34598,311438,EP,0.22,1970
34603,311474,IMP_U,0.263,1970
34808,313626,IMP_R,1.061,1970
35001,314719,IMP_U,0.143,1970
35008,314665,IMP_U,0.143,1970
35019,314206,IMP_U,0.179,1970
35047,314711,IMP_U,0.214,1970
35052,313640,IMP_U,0.143,1970
35055,314517,IMP_U,0.187,1970
35100,316205,IMP_R,1.49,1970
35121,314582,IMP_R,0.466,1970
35240,312499,IMP_U,0.123,1970
35468,352797,IMP_R,2.5,1970
35567,353010,IMP_R,1,1970
35601,353439,IMP_R,6.09,1970
35822,340103,IMP_R,10.586,1970
1008,305988,IMP_U,0.267,1971
1009,306020,IMP_U,0.336,1971
1016,306130,IMP_U,0.24,1971
2082,304835,IMP_U,0.5,1971
2083,304830,IMP_U,0.508,1971
2087,304878,IMP_U,0.499,1971
2139,304958,IMP_U,0.529,1971
2144,304992,IMP_U,0.494,1971
2149,305048,IMP_U,0.497,1971
2223,306776,IMP_R,1,1971
2520,304114,IMP_U,0.475,1971
3489,306577,IMP_U,0.27,1971
3550,306715,IMP_U,0.56,1971
3861,306906,IMP_U,0.234,1971
3945,306773,IMP_U,0.234,1971
3954,306909,IMP_U,0.234,1971
3955,306899,IMP_U,0.275,1971
4014,307109,IMP_U,1.23,1971
4047,307416,IMP_U,0.275,1971
4054,307569,IMP_U,0.248,1971
4087,308410,IMP_U,0.522,1971
4166,308016,IMP_U,0.23,1971
4168,308020,IMP_U,0.244,1971
4179,308231,IMP_U,0.23,1971
4358,318719,IMP_R,0.671,1971
4360,318812,IMP_R,0.739,1971
4612,326951,IMP_R,1,1971
5175,306434,IMP_U,0.258,1971
5217,307026,IMP_U,0.248,1971
5276,586205,IMP_R,1.95,1971
5509,307579,EP,2.189,1971
5698,309001,IMP_U,0.348,1971
6282,308596,IMP_U,0.169,1971
6339,308944,IMP_U,0.34,1971
6340,308965,IMP_U,0.249,1971
6341,308981,IMP_U,0.248,1971
6342,309005,IMP_U,0.23,1971
6402,309100,IMP_U,0.35,1971
6542,309096,IMP_U,0.286,1971
6635,309572,IMP_U,0.226,1971
6636,309662,IMP_U,0.245,1971
6637,309513,IMP_U,0.22,1971
6639,309755,IMP_U,0.236,1971
6646,310558,IMP_U,0.136,1971
6666,309484,IMP_U,0.238,1971
6754,309496,IMP_U,0.238,1971
7221,310719,IMP_U,0.431,1971
7470,309881,EP,3,1971
7667,312701,IMP_R,0.937,1971
7734,316382,IMP_R,0.479,1971
7746,316184,IMP_R,0.462,1971
7751,316288,IMP_R,0.459,1971
7752,316047,IMP_R,0.459,1971
7754,315853,IMP_R,0.459,1971
7760,316239,IMP_R,0.479,1971
7772,316308,IMP_R,1,1971
7780,316918,IMP_R,0.733,1971
7935,320401,IMP_R,2.173,1971
7939,320153,IMP_R,1.04,1971
7959,321518,IMP_R,2.42,1971
7962,321809,IMP_R,2.51,1971
7963,321819,IMP_R,2.42,1971
8238,338333,IMP_R,4.230000000000001,1971
8241,338337,IMP_R,1.52,1971
8329,339484,MOB,12.479,1971
8383,316953,IMP_R,0.434,1971
8477,312697,IMP_U,0.129,1971
8572,318503,IMP_R,0.172,1971
8717,312221,IMP_U,0.132,1971
9346,312603,IMP_U,0.288,1971
9417,313262,IMP_U,0.494,1971
9692,314742,IMP_U,0.235,1971
9872,585521,IMP_U,0.35,1971
9922,313707,IMP_R,0.459,1971
9944,314544,IMP_R,0.494,1971
10009,316256,IMP_R,0.913,1971
10017,316094,IMP_R,2.33,1971
10051,319866,IMP_R,0.298,1971
10055,320253,IMP_R,0.406,1971
10120,317595,IMP_R,0.606,1971
10134,317374,IMP_R,0.537,1971
10148,317778,IMP_R,0.459,1971
10152,319498,IMP_R,0.5,1971
10168,313662,IMP_R,0.269,1971
10176,313918,IMP_R,0.281,1971
10177,313922,IMP_R,0.281,1971
10178,313930,IMP_R,0.333,1971
10207,317972,IMP_R,0.459,1971
10287,321622,IMP_R,2.99,1971
10743,316120,IMP_U,0.235,1971
10812,317143,IMP_R,0.325,1971
11073,319466,IMP_U,0.181,1971
11204,320018,IMP_R,0.261,1971
11209,320274,IMP_R,0.254,1971
11211,320350,IMP_R,0.259,1971
11216,320467,IMP_R,0.259,1971
11224,320927,IMP_R,0.257,1971
11400,324328,IMP_R,0.448,1971
11627,326073,IMP_R,2.11,1971
11732,327513,IMP_R,0.448,1971
11733,327549,IMP_R,0.459,1971
11734,327546,IMP_R,0.459,1971
11736,327675,IMP_R,0.352,1971
11738,327831,IMP_R,0.459,1971
12244,318464,IMP_R,0.172,1971
12405,322431,IMP_U,0.597,1971
13697,319552,IMP_R,0.251,1971
13701,319707,IMP_R,0.363,1971
13704,319890,IMP_R,0.285,1971
13705,319865,IMP_R,0.388,1971
13706,319889,IMP_R,0.273,1971
13709,320064,IMP_R,0.278,1971
13714,320323,IMP_R,0.474,1971
13716,320318,IMP_R,0.345,1971
13802,324019,IMP_R,4.34,1971
14426,335569,IMP_R,0.29,1971
14538,334023,IMP_R,5.74,1971
14673,333557,IMP_R,2,1971
14883,333738,IMP_R,0.494,1971
14886,333850,IMP_R,0.763,1971
14888,333917,IMP_R,0.404,1971
15702,322360,IMP_U,0.836,1971
15711,322633,IMP_U,0.298,1971
15938,323578,IMP_U,0.462,1971
16007,323850,IMP_U,0.278,1971
16013,324028,IMP_U,0.347,1971
16022,324932,IMP_U,0.21,1971
16308,326052,IMP_U,0.539,1971
17244,333093,IMP_U,3.9,1971
18797,342808,IMP_R,0.512,1971
19235,350401,IMP_R,1,1971
20072,329883,IMP_U,0.358,1971
21145,323954,IMP_U,0.368,1971
21307,324480,IMP_U,1.23,1971
21639,316160,APT_U,0.114,1971
21640,316164,APT_U,0.179,1971
22012,317486,IMP_U,0.172,1971
22208,319635,IMP_U,0.083,1971
22667,328831,IMP_U,0.09,1971
22668,328834,IMP_U,0.09,1971
22811,331265,IMP_U,0.227,1971
23017,308280,IMP_U,0.23,1971
23042,308311,IMP_U,0.27,1971
23048,308385,IMP_U,0.23,1971
23149,309359,IMP_U,2.166,1971
23153,309793,IMP_U,0.217,1971
23155,309785,IMP_U,0.25,1971
23156,309796,IMP_U,0.252,1971
23159,309948,IMP_U,0.29,1971
23164,310088,IMP_U,0.233,1971
23227,309810,IMP_U,0.144,1971
23228,309839,IMP_U,0.385,1971
23258,309654,IMP_U,0.286,1971
23259,309685,IMP_U,0.234,1971
23260,309694,IMP_U,0.234,1971
23310,310316,APT_U,0.266,1971
23409,312359,IMP_U,0.207,1971
23558,314246,IMP_U,0.41,1971
23759,323402,IMP_U,0.149,1971
24904,321738,EP,0.149,1971
25130,314496,IMP_U,0.165,1971
25486,312872,IMP_U,0.209,1971
25521,308645,IMP_U,0.33,1971
25539,309141,IMP_U,0.187,1971
25572,309233,IMP_U,0.316,1971
25614,309477,IMP_U,0.57,1971
25759,310018,IMP_U,0.285,1971
25774,309670,IMP_U,0.255,1971
26507,312125,IMP_U,0.263,1971
26550,312160,IMP_U,0.257,1971
27058,331407,IMP_U,0.103,1971
27197,330563,IMP_U,0.179,1971
27959,320216,IMP_U,0.434,1971
30661,325698,APT_U,0.224,1971
30888,328581,IMP_U,0.281,1971
31394,333631,IMP_U,0.165,1971
31451,330788,IMP_U,0.386,1971
31547,333854,IMP_U,0.377,1971
31548,333939,IMP_U,0.422,1971
31550,333935,IMP_U,0.423,1971
31552,334017,IMP_U,0.4,1971
31556,334066,IMP_U,0.459,1971
31557,334112,IMP_U,0.383,1971
31570,334865,IMP_U,0.993,1971
31592,337185,IMP_U,0.168,1971
31602,337379,IMP_U,0.255,1971
31638,331160,IMP_U,0.203,1971
31664,333129,IMP_U,0.24,1971
31745,330283,IMP_U,0.295,1971
31748,330370,IMP_U,0.294,1971
31751,330480,IMP_U,0.297,1971
31825,332750,IMP_U,0.252,1971
31831,333119,EP,0.252,1971
31836,333825,IMP_U,0.234,1971
31868,337163,IMP_U,0.253,1971
31885,337436,IMP_U,0.225,1971
31889,337484,IMP_U,0.24,1971
31905,337614,IMP_U,0.248,1971
32107,331162,IMP_U,0.294,1971
32133,332656,IMP_U,0.273,1971
32163,333783,IMP_U,0.232,1971
32232,333902,IMP_U,0.286,1971
32293,332599,IMP_U,0.273,1971
32306,333074,IMP_U,0.589,1971
32430,333788,IMP_U,0.246,1971
32479,338274,IMP_R,0.393,1971
32480,338319,IMP_R,0.364,1971
32482,338336,IMP_R,0.364,1971
32483,338372,IMP_R,0.386,1971
32486,338420,IMP_R,0.337,1971
32488,338433,IMP_R,0.386,1971
32494,338524,IMP_R,0.354,1971
32495,338521,IMP_R,0.354,1971
32518,332891,IMP_U,0.24,1971
32579,333348,IMP_U,0.31,1971
32587,333719,IMP_U,0.257,1971
32589,333807,IMP_U,0.263,1971
32732,333222,IMP_U,0.293,1971
32739,333553,IMP_U,0.773,1971
32750,333809,IMP_U,0.231,1971
33309,328404,IMP_R,4.5,1971
33773,324390,IMP_R,0.25,1971
33776,324540,IMP_R,0.235,1971
33782,324715,IMP_R,0.232,1971
33783,324731,IMP_R,0.247,1971
33797,324284,IMP_R,0.287,1971
33798,324128,IMP_R,0.206,1971
33799,324774,IMP_R,0.23,1971
33800,324189,IMP_R,0.323,1971
33801,324615,IMP_R,0.233,1971
33802,324902,IMP_R,0.23,1971
33883,324436,IMP_R,0.232,1971
33884,324548,IMP_R,0.23,1971
33885,324701,IMP_R,0.36,1971
33886,324843,IMP_R,0.338,1971
33887,325081,IMP_R,0.259,1971
34451,330224,IMP_R,7.63,1971
34489,310402,IMP_U,0.176,1971
34592,311373,IMP_U,0.186,1971
34593,311370,IMP_U,0.186,1971
34660,311823,IMP_U,0.133,1971
34731,313950,IMP_U,0.282,1971
34817,313698,IMP_U,0.52,1971
34832,314300,IMP_R,0.493,1971
34909,315157,IMP_R,0.982,1971
35234,312162,IMP_R,0.778,1971
35522,353219,IMP_R,4.06,1971
35598,353414,IMP_R,5.16,1971
35707,317598,IMP_R,0.459,1971
667,306190,IMP_U,9.5,1972
682,305447,EP,0.733,1972
748,305412,IMP_U,0.376,1972
749,305450,IMP_U,0.376,1972
750,305481,IMP_U,0.253,1972
798,305300,IMP_U,0.26,1972
799,305297,IMP_U,0.238,1972
800,305308,IMP_U,0.195,1972
804,305360,IMP_U,0.202,1972
805,305365,IMP_U,0.289,1972
848,305358,IMP_U,0.202,1972
849,305383,IMP_U,0.202,1972
850,305395,IMP_U,0.202,1972
851,305394,IMP_U,0.224,1972
852,305453,IMP_U,0.269,1972
853,305491,IMP_U,0.348,1972
854,305531,IMP_U,0.2,1972
855,305539,IMP_U,0.224,1972
856,305558,IMP_U,0.199,1972
857,305561,IMP_U,0.2,1972
880,305400,IMP_U,0.253,1972
881,305403,IMP_U,0.251,1972
882,305409,IMP_U,0.201,1972
883,305427,IMP_U,0.243,1972
884,305425,IMP_U,0.201,1972
885,305459,IMP_U,0.218,1972
886,305455,IMP_U,0.201,1972
887,305477,IMP_U,0.2,1972
888,305489,IMP_U,0.2,1972
889,305505,IMP_U,0.181,1972
891,305512,IMP_U,0.2,1972
892,305506,IMP_U,0.2,1972
893,305528,IMP_U,0.2,1972
894,305546,IMP_U,0.2,1972
895,305565,IMP_U,0.229,1972
896,305583,IMP_U,0.203,1972
897,305601,IMP_U,0.213,1972
898,305595,IMP_U,0.204,1972
900,305630,IMP_U,0.213,1972
901,305634,IMP_U,0.235,1972
970,305554,IMP_U,0.265,1972
973,305602,IMP_U,0.179,1972
974,305640,IMP_U,0.179,1972
975,305655,IMP_U,0.259,1972
1106,305677,IMP_U,0.199,1972
1107,305685,IMP_U,0.199,1972
1110,305709,IMP_U,0.199,1972
1111,305751,IMP_U,0.197,1972
1123,305841,IMP_U,0.274,1972
1178,306235,IMP_U,0.227,1972
1673,304164,IMP_U,0.566,1972
2081,304788,IMP_U,0.501,1972
2084,304867,IMP_U,1.002,1972
2089,304896,IMP_U,0.5,1972
2090,304923,IMP_U,0.501,1972
2528,303427,IMP_R,1.99,1972
2552,303791,IMP_R,2.94,1972
2558,303111,IMP_R,3.02,1972
2571,303340,IMP_R,3.12,1972
2574,588011,IMP_R,2.04,1972
2591,304412,IMP_R,1.07,1972
3311,305396,IMP_U,0.284,1972
3312,305407,IMP_U,0.224,1972
3313,305411,IMP_U,0.346,1972
3314,305430,IMP_U,0.26,1972
3315,305434,IMP_U,0.241,1972
3316,305469,IMP_U,0.229,1972
3317,305483,IMP_U,0.193,1972
3318,305488,IMP_U,0.193,1972
3319,305492,IMP_U,0.193,1972
3320,305487,IMP_U,0.274,1972
3321,305495,IMP_U,0.193,1972
3322,305551,IMP_U,0.2,1972
3324,305563,IMP_U,0.2,1972
3326,305567,IMP_U,0.2,1972
3327,305575,IMP_U,0.263,1972
3328,305618,IMP_U,0.267,1972
3329,305638,IMP_U,0.2,1972
3330,305651,IMP_U,0.2,1972
3331,305656,IMP_U,0.19,1972
3332,305661,IMP_U,0.2,1972
3479,306387,IMP_U,0.317,1972
3481,306410,IMP_U,0.427,1972
3484,306462,IMP_U,0.275,1972
3539,307412,IMP_U,0.27,1972
3540,307430,IMP_U,0.225,1972
3542,307457,IMP_U,0.205,1972
3543,307469,IMP_U,0.224,1972
3545,307499,IMP_U,0.33,1972
3563,306929,IMP_U,0.239,1972
3566,306951,IMP_U,0.315,1972
3568,307004,IMP_U,0.23,1972
3821,306451,IMP_U,0.275,1972
3924,306622,IMP_U,0.324,1972
3937,306634,IMP_U,0.147,1972
3944,306747,IMP_U,0.234,1972
3953,306894,IMP_U,0.234,1972
4021,306981,IMP_U,0.248,1972
4026,307059,IMP_U,0.248,1972
4097,307683,IMP_U,0.253,1972
4112,307911,IMP_U,0.243,1972
4190,308377,IMP_U,0.23,1972
4198,308522,IMP_U,0.21,1972
4200,308513,IMP_U,0.231,1972
4323,317556,IMP_R,0.667,1972
4324,317733,IMP_R,0.635,1972
4325,317420,IMP_R,0.671,1972
4349,317898,IMP_R,0.671,1972
4353,318224,IMP_R,0.671,1972
5056,585160,IMP_R,8.02,1972
5294,307740,IMP_U,0.344,1972
5462,307391,EP,3.03,1972
5533,307477,IMP_U,0.358,1972
5639,308041,EP,0.328,1972
5762,308633,IMP_U,0.241,1972
5779,308597,IMP_U,0.25,1972
5787,308646,IMP_U,0.25,1972
5803,309161,IMP_U,0.185,1972
6289,308640,IMP_U,0.172,1972
6334,308763,IMP_U,0.414,1972
6337,308854,IMP_U,0.275,1972
6358,308911,IMP_U,0.284,1972
6359,308780,IMP_U,0.369,1972
6361,308837,IMP_U,0.29,1972
6617,309507,IMP_U,0.22,1972
6621,309586,IMP_U,0.226,1972
6662,309486,IMP_U,0.309,1972
6956,310142,IMP_U,0.186,1972
7433,310679,IMP_U,0.467,1972
7513,312536,IMP_R,2.5,1972
7543,313642,IMP_R,0.48,1972
7750,315886,IMP_R,0.459,1972
7753,316411,IMP_R,0.459,1972
7757,316157,IMP_R,0.459,1972
7759,315855,IMP_R,0.459,1972
7781,317022,IMP_R,0.754,1972
7786,317132,IMP_R,0.459,1972
7848,315658,IMP_U,0.195,1972
7997,321863,IMP_R,1.08,1972
8605,315187,IMP_U,0.143,1972
8757,314604,APT_U,0.301,1972
8807,311523,IMP_U,0.219,1972
9025,316249,IMP_U,0.143,1972
9037,316102,IMP_U,0.086,1972
9073,317862,IMP_U,0.298,1972
9077,317779,IMP_R,0.224,1972
9078,317766,IMP_U,0.224,1972
