gwicid	date_measured	swl_mp	swl_ground	swl_elevation	temp_water	agency	method	remarks	dry	nonstatic
151081	4/7/2003	9	9	3259.84		MCWQD	SOUNDER			
151081	7/8/2003	8.5	8.5	3260.34		MCWQD	SOUNDER			
151081	9/29/2003	9.3	9.3	3259.54		MCWQD	SOUNDER			
151081	3/25/2004	9.02	9.02	3259.82		MCWQD	SOUNDER			
151081	7/21/2004	8.09	8.09	3260.75		MCWQD	SOUNDER	 		
151081	11/30/2004	9.37	9.37	3259.47		MCWQD	SOUNDER	 		
151081	5/11/2005	7.59	7.59	3261.25		MCWQD	SOUNDER	 		
151081	8/12/2005	8.45	8.45	3260.39		MCWQD	SOUNDER			
151081	11/17/2005	9.23	9.23	3259.61		MCWQD	SOUNDER			
151081	3/22/2006	9.43	9.43	3259.41		MCWQD	SOUNDER			
151081	5/25/2006	6.52	6.52	3262.32		MCWQD	SOUNDER			
151081	7/20/2006	8.05	8.05	3260.79		MCWQD	SOUNDER			
151081	11/21/2006	8.73	8.73	3260.11		MCWQD	SOUNDER			
151081	4/3/2007	8.88	8.88	3259.96		MCWQD	SOUNDER			
151081	6/12/2007	7.3	7.3	3261.54		MCWQD	SOUNDER			
151081	7/3/2007	7.82	7.82	3261.02		MCWQD	SOUNDER			
151081	3/27/2008	9.62	9.62	3259.22		MCWQD	SOUNDER			
151081	6/12/2008	6.84	6.84	3262		MCWQD	SOUNDER			
151081	6/29/2008	6.85	6.85	3261.99		MCWQD	SOUNDER			
151081	9/24/2008	8.85	8.85	3259.99		MCWQD	SOUNDER			
151081	11/17/2008	8.65	8.65	3260.19		MCWQD	SOUNDER			
151081	4/9/2009	9.18	9.18	3259.66		MCWQD	SOUNDER			
151081	6/2/2009	6.55	6.55	3262.29		MCWQD	SOUNDER			
151081	6/30/2009	7.39	7.39	3261.45		MCWQD	SOUNDER			
151081	10/6/2009	9.05	9.05	3259.79		MCWQD	SOUNDER			
151081	3/24/2010	9.53	9.53	3259.31		MCWQD	SOUNDER			
151081	6/25/2010	6.8	6.8	3262.04		MCWQD	SOUNDER			
151081	7/26/2010	7.92	7.92	3260.92		MCWQD	SOUNDER			
151081	10/13/2010	8.6	8.6	3260.24		MCWQD	SOUNDER			
151081	3/25/2011	8.8	8.8	3260.04		MCWQD	SOUNDER			
151081	6/15/2011	6.36	6.36	3262.48		MCWQD	SOUNDER			
151081	6/29/2011	6.4	6.4	3262.44		MCWQD	SOUNDER			
151081	11/10/2011	9.39	9.39	3259.45		MCWQD	SOUNDER			
151081	4/16/2012	8.54	8.54	3260.3		MCWQD	SOUNDER			
151081	5/31/2012	7.2	7.2	3261.64		MCWQD	SOUNDER			
151081	7/2/2012	7.3	7.3	3261.54		MCWQD	SOUNDER			
151081	10/30/2012	9.25	9.25	3259.59		MCWQD	SOUNDER			
151081	3/25/2013	9.6	9.6	3259.24		MCWQD	SOUNDER			
151081	5/22/2013	7.4	7.4	3261.44		MCWQD	SOUNDER			
151081	7/1/2013	7.6	7.6	3261.24		MCWQD	SOUNDER			
151081	10/25/2013	9.45	9.45	3259.39		MCWQD	SOUNDER			
151081	4/7/2014	8.75	8.75	3260.09		MCWQD	SOUNDER			
151081	6/3/2014	6.7	6.7	3262.14		MCWQD	SOUNDER			
151081	10/31/2014	9.21	9.21	3259.63		MCWQD	SOUNDER			
151081	3/23/2015	8.54	8.54	3260.3		MCWQD	SOUNDER			
151081	6/3/2015	7.35	7.35	3261.49		MCWQD	SOUNDER			
151081	9/28/2015	9.7	9.7	3259.14		MCWQD	SOUNDER			
151081	2/18/2016	9.38	9.38	3259.46		MCWQD	SOUNDER			
151081	4/4/2016	9.13	9.13	3259.71		MCWQD	SOUNDER			
151081	5/27/2016	7.4	7.4	3261.44		MCWQD	SOUNDER			
151081	9/26/2016	9.55	9.55	3259.29		MCWQD	SOUNDER			
151081	12/2/2016	9.45	9.45	3259.39		MCWQD	SOUNDER			
151081	3/28/2017	8.12	8.12	3260.72		MCWQD	SOUNDER			
151081	6/2/2017	6.9	6.9	3261.94		MCWQD	SOUNDER			
151081	9/26/2017	9.61	9.61	3259.23		MCWQD	SOUNDER			
151081	12/5/2017	9.26	9.26	3259.58		MCWQD	SOUNDER			
151081	4/9/2018	8.9	8.9	3259.94		MCWQD	SOUNDER			
151081	5/22/2018	6.47	6.47	3262.37		MCWQD	SOUNDER			
151081	8/21/2018	9.02	9.02	3259.82		MCWQD	SOUNDER			
151081	12/7/2018	9.12	9.12	3259.72		MCWQD	SOUNDER			
151081	4/8/2019	7.99	7.99	3260.85		MCWQD	SOUNDER			
151081	5/23/2019	7.34	7.34	3261.5		MCWQD	SOUNDER			
151081	9/26/2019	8.84	8.84	3260		MCWQD	SOUNDER			
151081	1/10/2020 6:09:00 PM	9.77	9.77	3259.07		MCWQD	SOUNDER			
151081	2/4/2020 4:52:00 PM	9.81	9.81	3259.03		MCWQD	SOUNDER			
151081	3/16/2020 8:33:00 PM	9.54	9.54	3259.3		MCWQD	SOUNDER			
151081	4/27/2020 2:04:00 PM	7.85	7.85	3260.99		MCWQD	SOUNDER			
151081	5/28/2020 1:17:00 PM	7	7	3261.84		MCWQD	SOUNDER			
151081	6/29/2020 1:03:00 PM	7.4	7.4	3261.44		MCWQD	SOUNDER			
151081	7/29/2020 9:34:00 AM	8.53	8.53	3260.31		MCWQD	SOUNDER			
151081	8/27/2020 1:45:00 PM	9	9	3259.84		MCWQD	SOUNDER			
151081	9/30/2020 8:28:00 AM	9.63	9.63	3259.21		MCWQD	SOUNDER			
151081	10/28/2020 12:39:00 PM	9.17	9.17	3259.67		MCWQD	SOUNDER			
151081	11/25/2020 10:20:00 AM	9.14	9.14	3259.7		MCWQD	SOUNDER			
151081	12/9/2020 1:30:58 PM	9.34	9.34	3259.5		MCWQD	SOUNDER			
151081	1/13/2021 2:39:35 PM	9.2	9.2	3259.64		MCWQD	SOUNDER			
151081	3/15/2021 2:43:00 PM	8.97	8.97	3259.87		MCWQD	SOUNDER			
151081	5/4/2021 9:20:00 AM	7.98	7.98	3260.86		MCWQD	SOUNDER			
151081	6/29/2021 12:47:00 PM	7.62	7.62	3261.22		MCWQD	SOUNDER 			
151081	9/29/2021 11:52:00 AM	9.1	9.1	3259.74		MCWQD	SOUNDER 			
151081	10/27/2021 12:28:00 PM	9.32	9.32	3259.52		MCWQD	SOUNDER 			
151081	12/1/2021 2:07:00 PM	9.19	9.19	3259.65		MCWQD	SOUNDER			
151081	1/13/2022 3:40:00 PM	9.14	9.14	3259.7		MCWQD	SOUNDER 			
151081	2/18/2022 9:50:00 AM	9.57	9.57	3259.27		MCWQD	SOUNDER 			
151081	3/22/2022 4:09:00 PM	9.1	9.1	3259.74		MCWQD	SOUNDER 			
151081	4/5/2022 11:26:00 AM	8.81	8.81	3260.03		MCWQD	SOUNDER 			
151081	5/9/2022 2:12:00 PM	8.28	8.28	3260.56		MCWQD	SOUNDER 			
151081	6/8/2022 9:38:00 AM	6.86	6.86	3261.98		MCWQD	SOUNDER 			
151081	7/7/2022 9:31:00 AM	7.7	7.7	3261.14		MCWQD	SOUNDER 			
151081	8/10/2022 10:09:00 AM	8.6	8.6	3260.24		MCWQD	SOUNDER 			
151081	9/19/2022 10:40:00 AM	8.99	8.99	3259.85		MCWQD	SOUNDER 			
151081	11/15/2022 10:42:00 AM	9.92	9.92	3258.92		MCWQD	SOUNDER 			
151081	1/10/2023 9:37:49 PM	10.12	10.12	3258.72		MCWQD	SOUNDER 			
151081	2/7/2023 6:23:31 PM	9.97	9.97	3258.87		MCWQD	SOUNDER 			
151081	4/5/2023 4:09:54 PM	9.78	9.78	3259.06		MCWQD	SOUNDER 			
