gwicid	date_measured	swl_mp	swl_ground	swl_elevation	temp_water	logger_sc	logger_ph	agency	method	remarks	dry	nonstatic
151143	7/1/1995	22.3	19.32	3142.78				MCWQD	SOUNDER			
151143	11/2/1995 3:22:00 PM	27.17	24.19	3137.91				MCWQD	SOUNDER			
151143	2/14/1996 4:30:00 PM	27.45	24.47	3137.63				MCWQD	SOUNDER			
151143	6/4/1996 8:50:00 AM	18.72	15.74	3146.36				MCWQD	SOUNDER			
151143	8/20/1996 1:00:00 PM	23.68	20.7	3141.4				MCWQD	SOUNDER			
151143	11/21/1996 3:00:00 PM	28.91	25.93	3136.17				MCWQD	SOUNDER			
151143	3/6/1997 1:45:00 PM	28.65	25.67	3136.43				MCWQD	SOUNDER			
151143	5/21/1997 4:30:00 PM	16.91	13.93	3148.17				MCWQD	SOUNDER			
151143	8/21/1997	22.96	19.98	3142.12				MCWQD	SOUNDER			
151143	11/20/1997 1:15:00 PM	27.08	24.1	3138				MCWQD	SOUNDER			
151143	3/11/1998	29.38	26.4	3135.7				MCWQD	SOUNDER			
151143	5/28/1998	23.23	20.25	3141.85				MCWQD	SOUNDER			
151143	8/18/1998 3:00:00 PM	23.57	20.59	3141.51				MCWQD	SOUNDER			
151143	11/5/1998 3:30:00 PM	27.16	24.18	3137.92				MCWQD	SOUNDER			
151143	2/25/1999 10:30:00 AM	29.29	26.31	3135.79				MCWQD	SOUNDER			
151143	6/28/1999	20.77	17.79	3144.31				MCWQD	SOUNDER			
151143	9/14/1999	25.44	22.46	3139.64				MCWQD	SOUNDER	 		
151143	11/3/1999	27.7	24.72	3137.38				MCWQD	SOUNDER	 		
151143	3/9/2000	30	27.02	3135.08				MCWQD	SOUNDER			
151143	6/21/2000	23.88	20.9	3141.2				MCWQD	SOUNDER			
151143	11/30/2000	28.83	25.85	3136.25				MCWQD	SOUNDER			
151143	3/26/2001	30.6	27.62	3134.48				MCWQD	SOUNDER			
151143	6/13/2001 2:40:00 PM	24.01	21.03	3141.07				MCWQD	SOUNDER	 		
151143	8/29/2001	26.48	23.5	3138.6				MCWQD	SOUNDER	 		
151143	11/1/2001	28.04	25.06	3137.04				MCWQD	SOUNDER	 		
151143	3/12/2002	31.45	28.47	3133.63				MCWQD	SOUNDER	 		
151143	6/4/2002	22.32	19.34	3142.76				MCWQD	SOUNDER	 		
151143	10/9/2002	27.35	24.37	3137.73				MCWQD	SOUNDER			
151143	4/8/2003	30.72	27.74	3134.36				MCWQD	SOUNDER			
151143	10/1/2003	27.29	24.31	3137.79				MCWQD	SOUNDER			
151143	3/30/2004	30.4	27.42	3134.68				MCWQD	SOUNDER			
151143	7/20/2004	25.38	22.4	3139.7				MCWQD	SOUNDER	 		
151143	12/3/2004	28.8	25.82	3136.28				MCWQD	SOUNDER	 		
151143	5/17/2005	24.62	21.64	3140.46				MCWQD	SOUNDER	 		
151143	8/17/2005	26.34	23.36	3138.74				MCWQD	SOUNDER			
151143	11/18/2005	29.62	26.64	3135.46				MCWQD	SOUNDER			
151143	3/21/2006	30.67	27.69	3134.41				MCWQD	SOUNDER			
151143	5/26/2006	20.84	17.86	3144.24				MCWQD	SOUNDER			
151143	7/13/2006	23.9	20.92	3141.18				MCWQD	SOUNDER			
151143	11/22/2006	29.18	26.2	3135.9				MCWQD	SOUNDER			
151143	4/5/2007	30.57	27.59	3134.51				MCWQD	SOUNDER			
151143	6/14/2007	23.12	20.14	3141.96				MCWQD	SOUNDER			
151143	7/17/2007	26.08	23.1	3139				MCWQD	SOUNDER			
151143	9/28/2007	29.47	26.49	3135.61				MCWQD	SOUNDER			
151143	4/2/2008	33.69	30.71	3131.39				MCWQD	SOUNDER			
