gwicid	date_measured	swl_mp	swl_ground	swl_elevation	temp_water	logger_sc	logger_ph	agency	method	remarks	dry	nonstatic
157214	4/8/2009	79.29	79.29	3362.93				MCWQD	SOUNDER			
157214	6/2/2009	67.65	67.65	3374.57				MCWQD	SOUNDER			
157214	6/30/2009	67.95	67.95	3374.27				MCWQD	SOUNDER			
157214	10/6/2009	72.87	72.87	3369.35				MCWQD	SOUNDER			
157214	3/24/2010	81.88	81.88	3360.34				MCWQD	SOUNDER			
157214	6/25/2010	63.3	63.3	3378.92				MCWQD	SOUNDER			
157214	7/26/2010	65.55	65.55	3376.67				MCWQD	SOUNDER			
157214	10/13/2010	71	71	3371.22				MCWQD	SOUNDER			
157214	3/25/2011	76	76	3366.22				MCWQD	SOUNDER			
157214	6/15/2011	64.76	64.76	3377.46				MCWQD	SOUNDER			
157214	6/29/2011	65.36	65.36	3376.86				MCWQD	SOUNDER			
157214	11/10/2011	75.94	75.94	3366.28				MCWQD	SOUNDER			
157214	4/16/2012	77.14	77.14	3365.08				MCWQD	SOUNDER			
157214	5/31/2012	67	67	3375.22				MCWQD	SOUNDER			
157214	7/2/2012	66	66	3376.22				MCWQD	SOUNDER			
157214	10/30/2012	77	77	3365.22				MCWQD	SOUNDER			
157214	3/25/2013	81.05	81.05	3361.17				MCWQD	SOUNDER			
157214	5/22/2013	74.17	74.17	3368.05				MCWQD	SOUNDER			
157214	7/1/2013	67.44	67.44	3374.78				MCWQD	SOUNDER			
157214	10/25/2013	72.95	72.95	3369.27				MCWQD	SOUNDER			
157214	4/7/2014	77.39	77.39	3364.83				MCWQD	SOUNDER			
157214	6/3/2014	66.56	66.56	3375.66				MCWQD	SOUNDER			
157214	10/31/2014	77.3	77.3	3364.92				MCWQD	SOUNDER			
157214	3/23/2015	77.57	77.57	3364.65				MCWQD	SOUNDER			
157214	6/3/2015	65.7	65.7	3376.52				MCWQD	SOUNDER			
157214	9/28/2015	75.71	75.71	3366.51				MCWQD	SOUNDER			
157214	2/11/2016	81.43	81.43	3360.79				MCWQD	SOUNDER			
157214	4/4/2016	79.33	79.33	3362.89				MCWQD	SOUNDER			
157214	5/27/2016	67.19	67.19	3375.03				MCWQD	SOUNDER			
157214	9/26/2016	75.54	75.54	3366.68				MCWQD	SOUNDER			
157214	12/2/2016	77.38	77.38	3364.84				MCWQD	SOUNDER			
157214	3/28/2017	74.76	74.76	3367.46				MCWQD	SOUNDER			
157214	6/2/2017	69.21	69.21	3373.01				MCWQD	SOUNDER			
157214	9/27/2017	72.76	72.76	3369.46				MCWQD	SOUNDER			
157214	12/5/2017	79.35	79.35	3362.87				MCWQD	SOUNDER			
157214	4/9/2018	76.24	76.24	3365.98				MCWQD	SOUNDER			
157214	5/22/2018	71.55	71.55	3370.67				MCWQD	SOUNDER			
157214	8/21/2018	70.32	70.32	3371.9				MCWQD	SOUNDER			
157214	12/7/2018	78.57	78.57	3363.65				MCWQD	SOUNDER			
157214	4/8/2019	78.22	78.22	3364				MCWQD	SOUNDER			
157214	5/23/2019	72.54	72.54	3369.68				MCWQD	SOUNDER			
157214	9/26/2019	68.14	68.14	3374.08				MCWQD	SOUNDER			
157214	1/9/2020 11:01:00 PM	80.94	80.94	3361.28				MCWQD	SOUNDER			
157214	2/4/2020 5:09:00 PM	81.76	81.76	3360.46				MCWQD	SOUNDER			
157214	3/16/2020 8:08:00 PM	81.93	81.93	3360.29				MCWQD	SOUNDER			
157214	4/27/2020 1:49:00 PM	79.5	79.5	3362.72				MCWQD	SOUNDER			
157214	5/28/2020 1:01:00 PM	70.92	70.92	3371.3				MCWQD	SOUNDER			
157214	6/29/2020 12:47:00 PM	66.98	66.98	3375.24				MCWQD	SOUNDER			
157214	7/29/2020 9:23:00 AM	68.84	68.84	3373.38				MCWQD	SOUNDER			
157214	8/27/2020 1:35:00 PM	71.37	71.37	3370.85				MCWQD	SOUNDER			
157214	9/30/2020 8:16:00 AM	73.94	73.94	3368.28				MCWQD	SOUNDER			
157214	10/28/2020 10:21:00 AM	75.55	75.55	3366.67				MCWQD	SOUNDER			
157214	11/25/2020 10:05:00 AM	77.36	77.36	3364.86				MCWQD	SOUNDER			
157214	12/9/2020	77.89	77.89	3364.33				MCWQD	SOUNDER			
157214	1/13/2021 2:23:31 PM	81.17	81.17	3361.05				MCWQD	SOUNDER			
157214	2/23/2021 12:41:19 PM	84.38	84.38	3357.84				MCWQD	SOUNDER			
157214	3/18/2021 11:20:00 AM	84.15	84.15	3358.07				MCWQD	SOUNDER			
157214	5/4/2021 9:08:00 AM	80.75	80.75	3361.47				MCWQD	SOUNDER			
157214	6/29/2021 12:36:00 PM	67.39	67.39	3374.83				MCWQD	SOUNDER 			
157214	9/29/2021 11:40:00 AM	73.51	73.51	3368.71				MCWQD	SOUNDER 			
157214	10/28/2021 4:42:00 PM	99.22	99.22	3343				MCWQD	SOUNDER 			
157214	12/1/2021 2:05:00 PM	80.27	80.27	3361.95				MCWQD	SOUNDER			
157214	1/13/2022 3:20:00 PM	79.34	79.34	3362.88				MCWQD	SOUNDER 			
157214	2/18/2022 9:30:00 AM	80.13	80.13	3362.09				MCWQD	SOUNDER 			
157214	3/22/2022 3:57:00 PM	78.6	78.6	3363.62				MCWQD	SOUNDER 			
157214	4/5/2022 10:45:00 AM	78.68	78.68	3363.54				MCWQD	SOUNDER 			
157214	5/9/2022 2:02:00 PM	78.14	78.14	3364.08				MCWQD	SOUNDER 			
157214	6/8/2022 9:27:00 AM	70.13	70.13	3372.09				MCWQD	SOUNDER 			
157214	7/7/2022 9:20:00 AM	69.11	69.11	3373.11				MCWQD	SOUNDER 			
157214	8/10/2022 9:59:00 AM	68.38	68.38	3373.84				MCWQD	SOUNDER 			
157214	9/19/2022 10:29:00 AM	70.96	70.96	3371.26				MCWQD	SOUNDER 			
157214	11/15/2022 10:24:00 AM	77.85	77.85	3364.37				MCWQD	SOUNDER 			
157214	1/10/2023 9:25:27 PM	82.53	82.53	3359.69				MCWQD	SOUNDER 			
157214	2/7/2023 5:49:59 PM	83.07	83.07	3359.15				MCWQD	SOUNDER 			
157214	4/5/2023 3:46:35 PM	81.42	81.42	3360.8				MCWQD	SOUNDER 			
