gwicid	date_measured	swl_mp	swl_ground	swl_elevation	temp_water	agency	method	remarks	dry	nonstatic
151191	5/15/1997 1:50:00 PM	24.48	22.58	3166.9		MCWQD	SOUNDER			
151191	8/18/1997 2:58:00 PM	31.1	29.2	3160.28		MCWQD	SOUNDER			
151191	11/19/1997 2:00:00 PM	35.05	33.15	3156.33		MCWQD	SOUNDER			
151191	3/11/1998	38.68	36.78	3152.7		MCWQD	SOUNDER			
151191	5/26/1998	30.2	28.3	3161.18		MCWQD	SOUNDER			
151191	8/17/1998 11:00:00 AM	32.8	30.9	3158.58		MCWQD	SOUNDER			
151191	11/6/1998 3:20:00 PM	35.75	33.85	3155.63		MCWQD	SOUNDER			
151191	3/3/1999 3:30:00 PM	38.15	36.25	3153.23		MCWQD	SOUNDER			
151191	6/22/1999 2:05:00 PM	27.2	25.3	3164.18		MCWQD	SOUNDER	 		
151191	9/13/1999	34.48	32.58	3156.9		MCWQD	SOUNDER	 		
151191	11/4/1999	35.9	34	3155.48		MCWQD	SOUNDER	 		
151191	3/9/2000	39.15	37.25	3152.23		MCWQD	SOUNDER			
151191	4/6/2000 8:06:00 PM	38.6	36.7	3152.78		MCWQD	SOUNDER	 		
151191	6/20/2000	38.77	36.87	3152.61		MCWQD	SOUNDER			
151191	8/16/2000 2:05:00 PM	37.63	35.73	3153.75		MCWQD	SOUNDER	 		
151191	11/29/2000	37.36	35.46	3154.02		MCWQD	SOUNDER			
151191	3/7/2001	40.28	38.38	3151.1		MCWQD	SOUNDER			
151191	6/13/2001 2:00:00 PM	31.99	30.09	3159.39		MCWQD	SOUNDER	 		
151191	8/29/2001	36.2	34.3	3155.18		MCWQD	SOUNDER	 		
151191	11/1/2001	36	34.1	3155.38		MCWQD	SOUNDER	 		
151191	3/12/2002	40.29	38.39	3151.09		MCWQD	SOUNDER	 		
151191	6/4/2002	29.18	27.28	3162.2		MCWQD	SOUNDER	 		
151191	10/9/2002	35.79	33.89	3155.59		MCWQD	SOUNDER			
151191	4/8/2003	40.15	38.25	3151.23		MCWQD	SOUNDER			
151191	7/8/2003	32.32	30.42	3159.06		MCWQD	SOUNDER			
151191	10/1/2003	36.45	34.55	3154.93		MCWQD	SOUNDER			
151191	3/25/2004	39.49	37.59	3151.89		MCWQD	SOUNDER			
151191	7/21/2004	30.65	28.75	3160.73		MCWQD	SOUNDER	 		
151191	12/3/2004	37.11	35.21	3154.27		MCWQD	SOUNDER	 		
151191	5/18/2005	30.76	28.86	3160.62		MCWQD	SOUNDER	 		
151191	8/17/2005	35.79	33.89	3155.59		MCWQD	SOUNDER			
151191	11/23/2005	38.03	36.13	3153.35		MCWQD	SOUNDER			
151191	3/21/2006	38.4	36.5	3152.98		MCWQD	SOUNDER			
151191	5/25/2006	26.63	24.73	3164.75		MCWQD	SOUNDER			
151191	7/13/2006	32.75	30.85	3158.63		MCWQD	SOUNDER			
151191	11/21/2006	38.87	36.97	3152.51		MCWQD	SOUNDER			
151191	4/5/2007	40.85	38.95	3150.53		MCWQD	SOUNDER			
151191	6/12/2007	31.1	29.2	3160.28		MCWQD	SOUNDER			
151191	7/3/2007	34.39	32.49	3156.99		MCWQD	SOUNDER			
151191	9/28/2007	39.95	38.05	3151.43		MCWQD	SOUNDER			
151191	4/2/2008	44.9	43	3146.48		MCWQD	SOUNDER			
151191	6/12/2008	29.92	28.02	3161.46		MCWQD	SOUNDER			
151191	6/30/2008	29.76	27.86	3161.62		MCWQD	SOUNDER			
151191	9/26/2008	37.05	35.15	3154.33		MCWQD	SOUNDER			
151191	11/14/2008	39.9	38	3151.48		MCWQD	SOUNDER			
151191	4/8/2009	43.7	41.8	3147.68		MCWQD	SOUNDER			
151191	6/3/2009	27.18	25.28	3164.2		MCWQD	SOUNDER			
151191	7/2/2009	31.39	29.49	3159.99		MCWQD	SOUNDER			
151191	10/23/2009	40.6	38.7	3150.78		MCWQD	SOUNDER			
151191	3/23/2010	45.22	43.32	3146.16		MCWQD	SOUNDER			
151191	6/25/2010	31.95	30.05	3159.43		MCWQD	SOUNDER			
151191	7/26/2010	36.29	34.39	3155.09		MCWQD	SOUNDER			
151191	10/13/2010	39.95	38.05	3151.43		MCWQD	SOUNDER			
151191	3/28/2011	41.6	39.7	3149.78		MCWQD	SOUNDER			
151191	6/14/2011	18.26	16.36	3173.12		MCWQD	SOUNDER			
151191	6/29/2011	21.6	19.7	3169.78		MCWQD	SOUNDER			
151191	11/9/2011	34.15	32.25	3157.23		MCWQD	SOUNDER			
151191	4/17/2012	33.21	31.31	3158.17		MCWQD	SOUNDER			
151191	5/31/2012	27	25.1	3164.38		MCWQD	SOUNDER			
151191	7/2/2012	27.55	25.65	3163.83		MCWQD	SOUNDER			
151191	10/30/2012	35.65	33.75	3155.73		MCWQD	SOUNDER			
151191	3/25/2013	39.27	37.37	3152.11		MCWQD	SOUNDER			
151191	5/22/2013	29.25	27.35	3162.13		MCWQD	SOUNDER			
151191	7/1/2013	29.64	27.74	3161.74		MCWQD	SOUNDER			
151191	10/25/2013	35.72	33.82	3155.66		MCWQD	SOUNDER			
151191	4/7/2014	37.6	35.7	3153.78		MCWQD	SOUNDER			
151191	6/3/2014	24.12	22.22	3167.26		MCWQD	SOUNDER			
151191	10/31/2014	34.55	32.65	3156.83		MCWQD	SOUNDER			
151191	3/26/2015	34.1	32.2	3157.28		MCWQD	SOUNDER			
151191	6/3/2015	29.85	27.95	3161.53		MCWQD	SOUNDER			
151191	9/28/2015	36.58	34.68	3154.8		MCWQD	SOUNDER			
151191	2/9/2016	39.9	38	3151.48		MCWQD	SOUNDER			
151191	4/4/2016	39.25	37.35	3152.13		MCWQD	SOUNDER			
151191	5/26/2016	30.85	28.95	3160.53		MCWQD	SOUNDER			
151191	9/23/2016	36.65	34.75	3154.73		MCWQD	SOUNDER			
151191	12/5/2016	37.49	35.59	3153.89		MCWQD	SOUNDER			
151191	3/28/2017	33.51	31.61	3157.87		MCWQD	SOUNDER			
151191	5/31/2017	25.43	23.53	3165.95		MCWQD	SOUNDER			
151191	9/27/2017	34.42	32.52	3156.96		MCWQD	SOUNDER			
151191	12/5/2017	36.86	34.96	3154.52		MCWQD	SOUNDER			
151191	4/9/2018	38.25	36.35	3153.13		MCWQD	SOUNDER			
151191	5/22/2018	19.37	17.47	3172.01		MCWQD	SOUNDER			
151191	8/28/2018	32.15	30.25	3159.23		MCWQD	SOUNDER			
151191	12/5/2018	35.56	33.66	3155.82		MCWQD	SOUNDER			
151191	4/3/2019	35.63	33.73	3155.75		MCWQD	SOUNDER			
151191	5/23/2019	24.85	22.95	3166.53		MCWQD	SOUNDER			
151191	9/25/2019	33.44	31.54	3157.94		MCWQD	SOUNDER			
151191	1/10/2020 5:28:00 PM	38.68	36.78	3152.7		MCWQD	SOUNDER			
151191	2/4/2020 10:27:00 PM	39.66	37.76	3151.72		MCWQD	SOUNDER			
151191	3/19/2020 8:46:00 PM	40.56	38.66	3150.82		MCWQD	SOUNDER			
151191	4/27/2020 3:38:00 PM	36.25	34.35	3155.13		MCWQD	SOUNDER			
151191	5/27/2020 2:15:00 PM	25.79	23.89	3165.59		MCWQD	SOUNDER			
151191	6/29/2020 2:03:00 PM	27.33	25.43	3164.05		MCWQD	SOUNDER			
151191	7/31/2020 12:33:00 PM	31.03	29.13	3160.35		MCWQD	SOUNDER			
151191	8/31/2020 3:19:00 PM	33.91	32.01	3157.47		MCWQD	SOUNDER			
151191	9/29/2020 2:19:00 PM	36	34.1	3155.38		MCWQD	SOUNDER			
151191	10/31/2020 12:40:00 PM	35.09	33.19	3156.29		MCWQD	SOUNDER			
151191	11/23/2020	35.42	33.52	3155.96		MCWQD	SOUNDER			
151191	12/8/2020 9:19:14 AM	36.55	34.65	3154.83		MCWQD	SOUNDER			
151191	1/12/2021 4:03:25 PM	38.51	36.61	3152.87		MCWQD	SOUNDER			
151191	2/23/2021 3:35:30 PM	38.97	37.07	3152.41		MCWQD	SOUNDER			
151191	3/15/2021 9:47:00 AM	39.76	37.86	3151.62		MCWQD	SOUNDER			
151191	5/4/2021 4:05:00 PM	33.98	32.08	3157.4		MCWQD	SOUNDER			
151191	6/30/2021 8:57:00 AM	35	33.1	3156.38		MCWQD	SOUNDER 			
151191	9/29/2021 4:00:00 PM	36.03	34.13	3155.35		MCWQD	SOUNDER 			
151191	10/28/2021 5:02:00 PM	37.32	35.42	3154.06		MCWQD	SOUNDER 			
151191	12/2/2021 10:34:00 AM	38.51	36.61	3152.87		MCWQD	SOUNDER			
151191	1/13/2022 4:05:00 PM	35.17	33.27	3156.21		MCWQD	SOUNDER 			
151191	2/18/2022 1:25:00 PM	38.44	36.54	3152.94		MCWQD	SOUNDER 			
151191	3/22/2022 3:01:00 PM	38.49	36.59	3152.89		MCWQD	SOUNDER 			
151191	4/6/2022 3:46:00 PM	36.58	34.68	3154.8		MCWQD	SOUNDER 			
151191	5/9/2022 3:56:00 PM	33.75	31.85	3157.63		MCWQD	SOUNDER 			
151191	6/7/2022 4:25:00 PM	28.77	26.87	3162.61		MCWQD	SOUNDER 			
151191	7/7/2022 12:22:00 PM	28.27	26.37	3163.11		MCWQD	SOUNDER 			
151191	8/10/2022 10:29:00 AM	35.2	33.3	3156.18		MCWQD	SOUNDER 			
151191	9/15/2022 3:56:00 PM	36	34.1	3155.38		MCWQD	SOUNDER 			
151191	11/15/2022 12:14:00 PM	37.24	35.34	3154.14		MCWQD	SOUNDER 			
151191	1/10/2023 10:38:08 PM	38.78	36.88	3152.6		MCWQD	SOUNDER 			
151191	2/7/2023 6:52:36 PM	39.26	37.36	3152.12		MCWQD	SOUNDER 			
151191	4/4/2023 9:09:21 PM	41	39.1	3150.38		MCWQD	SOUNDER 			
