gwicid	date_measured	swl_mp	swl_ground	swl_elevation	temp_water	agency	method	remarks	dry	nonstatic
209255	12/5/2016	48.98	46.58	3138.75		MCWQD	SOUNDER			
209255	3/29/2017	44.57	42.17	3143.16		MCWQD	SOUNDER			
209255	6/2/2017	38.48	36.08	3149.25		MCWQD	SOUNDER			
209255	9/28/2017	46.68	44.28	3141.05		MCWQD	SOUNDER			
209255	12/7/2017	48.53	46.13	3139.2		MCWQD	SOUNDER			
209255	4/10/2018	49.54	47.14	3138.19		MCWQD	SOUNDER			
209255	5/22/2018	34.26	31.86	3153.47		MCWQD	SOUNDER			
209255	8/28/2018	43.73	41.33	3144		MCWQD	SOUNDER			
209255	12/5/2018	47.15	44.75	3140.58		MCWQD	SOUNDER			
209255	4/4/2019	46.6	44.2	3141.13		MCWQD	SOUNDER			
209255	5/21/2019	38.11	35.71	3149.62		MCWQD	SOUNDER			
209255	9/24/2019	45.57	43.17	3142.16		MCWQD	SOUNDER			
209255	1/10/2020 10:51:00 PM	49.67	47.27	3138.06		MCWQD	SOUNDER			
209255	2/4/2020 11:09:00 PM	50.49	48.09	3137.24		MCWQD	SOUNDER			
209255	3/19/2020 4:24:00 PM	51.32	48.92	3136.41		MCWQD	SOUNDER			
209255	4/27/2020 2:27:00 PM	46.89	44.49	3140.84		MCWQD	SOUNDER			
209255	5/27/2020 1:07:00 PM	39.06	36.66	3148.67		MCWQD	SOUNDER			
209255	6/25/2020 10:40:00 AM	39.4	37	3148.33		MCWQD	SOUNDER			
209255	7/29/2020 12:42:00 PM	41.65	39.25	3146.08		MCWQD	SOUNDER			
209255	8/27/2020 12:30:00 PM	44.99	42.59	3142.74		MCWQD	SOUNDER			
209255	9/29/2020 11:41:00 AM	46.65	44.25	3141.08		MCWQD	SOUNDER			
209255	10/31/2020 11:20:00 AM	46.12	43.72	3141.61		MCWQD	SOUNDER			
209255	11/20/2020 10:21:00 AM	46.91	44.51	3140.82		MCWQD	SOUNDER			
209255	12/7/2020 3:28:16 PM	47.42	45.02	3140.31		MCWQD	SOUNDER			
209255	1/14/2021 3:06:02 PM	49.53	47.13	3138.2		MCWQD	SOUNDER			
209255	2/25/2021 9:19:50 AM	50.57	48.17	3137.16		MCWQD	SOUNDER			
209255	3/17/2021 3:17:00 PM	50.53	48.13	3137.2		MCWQD	SOUNDER			
209255	5/4/2021 3:01:00 PM	44.55	42.15	3143.18		MCWQD	SOUNDER			
209255	5/25/2021 3:47:00 PM	42.2	39.8	3145.53		MCWQD	SOUNDER			
209255	6/30/2021 7:23:00 AM	41.1	38.7	3146.63		MCWQD	SOUNDER 			
209255	10/1/2021 2:45:00 PM	48.27	45.87	3139.46		MCWQD	SOUNDER 			
209255	10/29/2021 1:00:00 PM	49.04	46.64	3138.69		MCWQD	SOUNDER 			
209255	12/1/2021 3:18:00 PM	48.85	46.45	3138.88		MCWQD	SOUNDER			
209255	1/14/2022 1:30:00 PM	45.66	43.26	3142.07		MCWQD	SOUNDER 			
209255	2/18/2022 12:15:00 PM	49.15	46.75	3138.58		MCWQD	SOUNDER 			
209255	3/23/2022 4:05:00 PM	49.37	46.97	3138.36		MCWQD	SOUNDER 			
209255	4/7/2022 3:44:00 PM	46.38	43.98	3141.35		MCWQD	SOUNDER 			
209255	5/11/2022 1:54:00 PM	44.51	42.11	3143.22		MCWQD	SOUNDER 			
209255	6/8/2022 3:10:00 PM	40.76	38.36	3146.97		MCWQD	SOUNDER 			
209255	7/8/2022 2:29:00 PM	40.67	38.27	3147.06		MCWQD	SOUNDER 			
209255	8/10/2022 3:16:00 PM	45.19	42.79	3142.54		MCWQD	SOUNDER 			
209255	9/20/2022 2:19:00 PM	47.86	45.46	3139.87		MCWQD	SOUNDER 			
209255	11/18/2022 10:24:00 AM	49.15	46.75	3138.58		MCWQD	SOUNDER 			
209255	1/13/2023 8:45:19 PM	50.55	48.15	3137.18		MCWQD	SOUNDER 			
209255	2/13/2023 4:57:43 PM	51.11	48.71	3136.62		MCWQD	SOUNDER 			
209255	4/5/2023 5:20:17 PM	51.42	49.02	3136.31		MCWQD	SOUNDER 			
