gwicid	date_measured	swl_mp	swl_ground	swl_elevation	temp_water	agency	method	remarks	dry	nonstatic
157212	6/4/1996	76.96	76.94	3119.31		MCWQD	SOUNDER			
157212	8/15/1996	78.42	78.4	3117.85		MCWQD	SOUNDER			
157212	11/27/1996 1:36:00 PM	83	82.98	3113.27		MCWQD	SOUNDER	INITIAL GWAA MEASUREMENT		
157212	3/13/1997 2:30:00 PM	84.82	84.8	3111.45		MCWQD	SOUNDER			
157212	5/20/1997 1:35:00 PM	78.6	78.58	3117.67		MCWQD	SOUNDER			
157212	8/26/1997 10:45:00 AM	75.86	75.84	3120.41		MCWQD	SOUNDER			
157212	11/17/1997 2:00:00 PM	80.68	80.66	3115.59		MCWQD	SOUNDER			
157212	3/10/1998	83.94	83.92	3112.33		MCWQD	SOUNDER			
157212	6/2/1998	81.85	81.83	3114.42		MCWQD	SOUNDER			
157212	8/17/1998 4:30:00 PM	78.61	78.59	3117.66		MCWQD	SOUNDER			
157212	11/9/1998 11:00:00 AM	81.87	81.85	3114.4		MCWQD	SOUNDER			
157212	3/8/1999 1:30:00 PM	84.42	84.4	3111.85		MCWQD	SOUNDER			
157212	6/22/1999	80.41	80.39	3115.86		MCWQD	SOUNDER			
157212	9/13/1999	81.62	81.6	3114.65		MCWQD	SOUNDER	 		
157212	11/5/1999	83.65	83.63	3112.62		MCWQD	SOUNDER	 		
157212	3/7/2000	85.93	85.91	3110.34		MCWQD	SOUNDER			
157212	6/19/2000	82.94	82.92	3113.33		MCWQD	SOUNDER			
157212	8/11/2000	85.05	85.03	3111.22		MCWQD	SOUNDER			
157212	11/28/2000	86.35	86.33	3109.92		MCWQD	SOUNDER			
157212	4/3/2001	88	87.98	3108.27		MCWQD	SOUNDER			
157212	6/20/2001 3:15:00 PM	84.11	84.09	3112.16		MCWQD	SOUNDER	 		
157212	8/30/2001	83.35	83.33	3112.92		MCWQD	SOUNDER	 		
157212	11/7/2001	84.85	84.83	3111.42		MCWQD	SOUNDER	 		
157212	3/13/2002	87.25	87.23	3109.02		MCWQD	SOUNDER	 		
157212	6/5/2002	84.79	84.77	3111.48		MCWQD	SOUNDER	 		
157212	10/15/2002	82.77	82.75	3113.5		MCWQD	SOUNDER			
157212	4/10/2003	86.94	86.92	3109.33		MCWQD	SOUNDER			
157212	7/9/2003	82.55	82.53	3113.72		MCWQD	SOUNDER			
157212	10/1/2003	83.81	83.79	3112.46		MCWQD	SOUNDER			
157212	3/29/2004	87.52	87.5	3108.75		MCWQD	SOUNDER			
157212	8/12/2004	82.55	82.53	3113.72		MCWQD	SOUNDER	 		
157212	11/30/2004	84.32	84.3	3111.95		MCWQD	SOUNDER	 		
157212	5/12/2005	85.22	85.2	3111.05		MCWQD	SOUNDER	 		
157212	8/17/2005	80	79.98	3116.27		MCWQD	SOUNDER			
157212	11/22/2005	83.48	83.46	3112.79		MCWQD	SOUNDER			
157212	3/27/2006	85.72	85.7	3110.55		MCWQD	SOUNDER			
157212	5/26/2006	81.37	81.35	3114.9		MCWQD	SOUNDER			
157212	7/21/2006	79.35	79.33	3116.92		MCWQD	SOUNDER			
157212	11/22/2006	83.92	83.9	3112.35		MCWQD	SOUNDER			
157212	4/10/2007	86.12	86.1	3110.15		MCWQD	SOUNDER			
157212	6/13/2007	81.9	81.88	3114.37		MCWQD	SOUNDER			
157212	7/17/2007	81.27	81.25	3115		MCWQD	SOUNDER			
157212	10/2/2007	83.75	83.73	3112.52		MCWQD	SOUNDER			
157212	6/16/2008	84.8	84.78	3111.47		MCWQD	SOUNDER			
157212	7/1/2008	83.2	83.18	3113.07		MCWQD	SOUNDER			
157212	9/25/2008	81.16	81.14	3115.11		MCWQD	SOUNDER			
157212	11/19/2008	83.86	83.84	3112.41		MCWQD	SOUNDER			
157212	4/7/2009	86.02	86	3110.25		MCWQD	SOUNDER			
