gwicid	date_measured	swl_mp	swl_ground	swl_elevation	temp_water	logger_sc	logger_ph	agency	method	remarks	dry	nonstatic
72114	9/17/2006 4:04:00 PM	6.91	6.06	2983.94				MBMG	STEEL TAPE			
72114	12/20/2006 10:35:00 AM	6.1	5.25	2984.75				MBMG	STEEL TAPE			
72114	3/20/2007 5:20:00 PM	4.9	4.05	2985.95				MBMG	STEEL TAPE			
72114	6/20/2007 1:04:00 PM	4.79	3.94	2986.06				MBMG	SOUNDER			
72114	9/13/2007 11:52:00 AM	8.73	7.88	2982.12				MBMG	STEEL TAPE			
72114	12/26/2007 5:34:00 PM	6.74	5.89	2984.11				MBMG	STEEL TAPE			
72114	3/17/2008 5:49:00 PM	6.17	5.32	2984.68				MBMG	STEEL TAPE			
72114	5/1/2008	2.6	1.75	2988.25				PRIV	STEEL TAPE			
72114	12/9/2008 3:32:00 PM	6.18	5.33	2984.67				MBMG	STEEL TAPE			
72114	3/24/2009 5:38:00 PM	5.09	4.24	2985.76				MBMG	SOUNDER			
72114	9/15/2009 10:40:00 AM	7.21	6.36	2983.64				MBMG	SOUNDER			
72114	12/28/2009 4:05:00 PM	6.46	5.61	2984.39				MBMG	STEEL TAPE			
72114	3/22/2010 5:44:00 PM	6.38	5.53	2984.47				MBMG	STEEL TAPE			
72114	6/30/2010 2:01:00 PM	3.9	3.05	2986.95				MBMG	STEEL TAPE			
72114	9/27/2010 5:30:00 PM	6.64	5.79	2984.21				MBMG	STEEL TAPE			
72114	12/27/2010 4:22:00 PM	6.45	5.6	2984.4				MBMG	STEEL TAPE			
72114	3/15/2011 3:52:00 PM	5.22	4.37	2985.63				MBMG	STEEL TAPE			
72114	6/29/2011 10:19:00 AM	0.68	-0.17	2990.17				MBMG	STEEL TAPE	SIGN THAT WELL WAS FLOWING RECENTLY.		
72114	9/29/2011 5:33:00 PM	6.61	5.76	2984.24				MBMG	STEEL TAPE			
72114	12/27/2011 4:56:00 PM	6.01	5.16	2984.84				MBMG	STEEL TAPE			
72114	3/21/2012 12:04:00 PM	4.82	3.97	2986.03				MBMG	STEEL TAPE			
72114	6/26/2012 4:21:00 PM	3.07	2.22	2987.78				MBMG	STEEL TAPE			
72114	9/19/2012 4:49:00 PM	7.43	6.58	2983.42				MBMG	STEEL TAPE			
72114	12/26/2012 3:12:00 PM	5.98	5.13	2984.87				MBMG	STEEL TAPE			
72114	3/19/2013 6:41:00 PM	5.71	4.86	2985.14				MBMG	STEEL TAPE			
72114	6/26/2013 2:40:00 PM	5.76	4.91	2985.09				MBMG	STEEL TAPE			
72114	9/17/2013 8:28:00 AM	7.44	6.59	2983.41				MBMG	STEEL TAPE			
72114	12/17/2013 10:51:00 AM	6.32	5.47	2984.53				MBMG	STEEL TAPE			
72114	3/25/2014 11:30:00 AM	3.57	2.72	2987.28				MBMG	STEEL TAPE			
72114	6/24/2014 1:20:00 PM	2.46	1.61	2988.39				MBMG	STEEL TAPE			
72114	10/8/2014 5:56:00 PM	6.69	5.84	2984.16				MBMG	STEEL TAPE			
72114	12/29/2014 4:03:00 PM	5.68	4.83	2985.17				MBMG	STEEL TAPE			
72114	4/23/2015 12:34:00 PM	3.68	2.83	2987.17				MBMG	STEEL TAPE			
72114	6/25/2015 4:19:00 PM	6.24	5.39	2984.61				MBMG	STEEL TAPE			
72114	9/30/2015 1:12:00 PM	6.79	5.94	2984.06				MBMG	STEEL TAPE			
72114	12/9/2015 11:40:00 AM	6.49	5.64	2984.36				MBMG	SOUNDER			
72114	3/8/2016 9:06:00 AM	7.18	6.33	2983.67				MBMG	SOUNDER			
72114	6/30/2016 5:51:00 PM	6.79	5.94	2984.06				MBMG	STEEL TAPE			
72114	12/18/2016 4:14:00 PM	6.23	5.38	2984.62				MBMG	SOUNDER			
72114	3/27/2017 5:10:00 PM	0	-0.85	2990.85				MBMG	SOUNDER	WATER FLOWING OUT OF CAP		
72114	5/31/2017 8:57:00 AM	1.41	0.56	2989.44				MBMG	SOUNDER			
72114	10/11/2017 10:02:00 AM	6.15	5.3	2984.7				MBMG	SOUNDER	OK FROM NEW OWNER		
72114	1/17/2018 9:08:00 AM	5.91	5.06	2984.94				MBMG	SOUNDER			
72114	5/8/2018 1:50:00 PM	0	-0.85	2990.85				MBMG	SONIC SWL METER	WELL IS FLOWING		
72114	6/14/2018 1:06:00 PM	1.59	0.74	2989.26				MBMG	SOUNDER			
72114	10/30/2018 10:03:00 AM	5.79	4.94	2985.06				MBMG	SOUNDER			
72114	2/18/2019 10:17:00 AM	6.13	5.28	2984.72				MBMG	STEEL TAPE			
72114	4/30/2019 9:36:00 AM	0.29	-0.56	2990.56				MBMG	STEEL TAPE			
72114	7/30/2019 5:06:00 PM	5.88	5.03	2984.97				MBMG	STEEL TAPE			
72114	1/23/2020 9:21:00 AM	5.95	5.1	2984.9				MBMG	STEEL TAPE			
72114	10/13/2020 1:52:00 PM	6.41	5.56	2984.44				MBMG	STEEL TAPE			
72114	2/1/2021 4:06:00 PM	6.15	5.3	2984.7				MBMG	STEEL TAPE			
72114	7/19/2021 4:20:00 PM	7.17	6.32	2983.68				MBMG	STEEL TAPE			
72114	10/28/2021 12:52:00 PM	6.71	5.86	2984.14				MBMG	STEEL TAPE			
72114	4/22/2022 10:51:00 AM	4.34	3.49	2986.51				MBMG	SOUNDER			
72114	7/18/2022 3:57:00 PM	6.17	5.32	2984.68				MBMG	SOUNDER			
72114	1/18/2023 2:07:00 PM	6.74	5.89	2984.11				MBMG	SOUNDER			
72114	5/8/2023 1:35:00 PM	3.18	2.33	2987.67				MBMG	SOUNDER			
72114	7/10/2023 2:57:00 PM	6.35	5.5	2984.5				MBMG	SOUNDER			
72114	10/23/2023 3:17:00 PM	6.65	5.8	2984.2				MBMG	SOUNDER			
