gwicid	date_measured	swl_mp	swl_ground	swl_elevation	temp_water	logger_sc	logger_ph	agency	method	remarks	dry	nonstatic
156566	5/26/2006	17.91	17.91	3026.44				MCWQD	SOUNDER			
156566	7/19/2006	17.56	17.56	3026.79				MCWQD	SOUNDER			
156566	11/22/2006	18.76	18.76	3025.59				MCWQD	SOUNDER			
156566	4/9/2007	19.07	19.07	3025.28				MCWQD	SOUNDER			
156566	6/13/2007	18.02	18.02	3026.33				MCWQD	SOUNDER			
156566	7/6/2007	17.73	17.73	3026.62				MCWQD	SOUNDER			
156566	10/2/2007	18.12	18.12	3026.23				MCWQD	SOUNDER			
156566	3/26/2008	20.05	20.05	3024.3				MCWQD	SOUNDER			
156566	6/16/2008	16.65	16.65	3027.7				MCWQD	SOUNDER			
156566	6/25/2008	17.77	17.77	3026.58				MCWQD	SOUNDER			
156566	9/25/2008	17.94	17.94	3026.41				MCWQD	SOUNDER			
156566	11/18/2008	18.77	18.77	3025.58				MCWQD	SOUNDER			
156566	4/7/2009	19.46	19.46	3024.89				MCWQD	SOUNDER			
156566	6/2/2009	17.95	17.95	3026.4				MCWQD	SOUNDER			
156566	7/1/2009	17.92	17.92	3026.43				MCWQD	SOUNDER			
156566	10/6/2009	17.75	17.75	3026.6				MCWQD	SOUNDER			
156566	3/24/2010	19.58	19.58	3024.77				MCWQD	SOUNDER			
156566	6/28/2010	17	17	3027.35				MCWQD	SOUNDER			
156566	7/29/2010	17.1	17.1	3027.25				MCWQD	SOUNDER			
156566	10/14/2010	17.94	17.94	3026.41				MCWQD	SOUNDER			
156566	3/24/2011	19.3	19.3	3025.05				MCWQD	SOUNDER			
156566	6/14/2011	15.71	15.71	3028.64				MCWQD	SOUNDER			
156566	6/30/2011	17.41	17.41	3026.94				MCWQD	SOUNDER			
156566	11/10/2011	18.73	18.73	3025.62				MCWQD	SOUNDER			
156566	4/18/2012	18.5	18.5	3025.85				MCWQD	SOUNDER			
156566	6/1/2012	17.93	17.93	3026.42				MCWQD	SOUNDER			
156566	7/2/2012	17.55	17.55	3026.8				MCWQD	SOUNDER			
156566	11/1/2012	18.57	18.57	3025.78				MCWQD	SOUNDER			
156566	3/27/2013	19.63	19.63	3024.72				MCWQD	SOUNDER			
156566	5/23/2013	18.65	18.65	3025.7				MCWQD	SOUNDER			
156566	7/3/2013	18.25	18.25	3026.1				MCWQD	SOUNDER			
156566	10/25/2013	18.67	18.67	3025.68				MCWQD	SOUNDER			
156566	4/10/2014	18.44	18.44	3025.91				MCWQD	SOUNDER			
156566	6/7/2014	17.95	17.95	3026.4				MCWQD	SOUNDER			
156566	11/3/2014	18.35	18.35	3026				MCWQD	SOUNDER			
156566	3/24/2015	18.85	18.85	3025.5				MCWQD	SOUNDER			
156566	6/4/2015	18.25	18.25	3026.1				MCWQD	SOUNDER			
156566	9/29/2015	18.51	18.51	3025.84				MCWQD	SOUNDER			
156566	2/18/2016	19.45	19.45	3024.9				MCWQD	SOUNDER			
156566	4/6/2016	19.38	19.38	3024.97				MCWQD	SOUNDER			
156566	5/27/2016	19.05	19.05	3025.3				MCWQD	SOUNDER			
156566	9/26/2016	19.1	19.1	3025.25				MCWQD	SOUNDER			
156566	12/2/2016	19.35	19.35	3025				MCWQD	SOUNDER			
156566	3/30/2017	17.2	17.2	3027.15				MCWQD	SOUNDER			
156566	6/2/2017	17.81	17.81	3026.54				MCWQD	SOUNDER			
156566	9/28/2017	17.33	17.33	3027.02				MCWQD	SOUNDER			
156566	12/7/2017	19.11	19.11	3025.24				MCWQD	SOUNDER			
156566	4/10/2018	19.34	19.34	3025.01				MCWQD	SOUNDER			
156566	5/23/2018	17.5	17.5	3026.85				MCWQD	SOUNDER			
156566	8/30/2018	18.06	18.06	3026.29				MCWQD	SOUNDER			
156566	12/7/2018	19.2	19.2	3025.15				MCWQD	SOUNDER			
156566	4/4/2019	18.93	18.93	3025.42				MCWQD	SOUNDER			
156566	5/23/2019	17.09	17.09	3027.26				MCWQD	SOUNDER			
156566	9/26/2019	17.56	17.56	3026.79				MCWQD	SOUNDER			
156566	1/9/2020 4:36:00 PM	19.33	19.33	3025.02				MCWQD	SOUNDER			
156566	2/5/2020 4:47:00 PM	19.47	19.47	3024.88				MCWQD	SOUNDER			
156566	3/18/2020 4:12:00 PM	19.64	19.64	3024.71				MCWQD	SOUNDER			
156566	4/27/2020 9:57:00 AM	18.49	18.49	3025.86				MCWQD	SOUNDER			
156566	5/25/2020 11:05:00 AM	17.63	17.63	3026.72				MCWQD	SOUNDER			
156566	6/25/2020 3:22:00 PM	18.21	18.21	3026.14				MCWQD	SOUNDER			
156566	7/29/2020 10:47:00 AM	18.46	18.46	3025.89				MCWQD	SOUNDER			
156566	8/27/2020 10:22:00 AM	18.3	18.3	3026.05				MCWQD	SOUNDER			
156566	9/29/2020 9:49:00 AM	18.15	18.15	3026.2				MCWQD	SOUNDER			
156566	10/30/2020 10:24:00 AM	18.66	18.66	3025.69				MCWQD	SOUNDER			
156566	11/23/2020 9:48:00 AM	18.95	18.95	3025.4				MCWQD	SOUNDER			
156566	12/7/2020 12:35:13 PM	19.22	19.22	3025.13				MCWQD	SOUNDER			
156566	1/12/2021 11:07:41 AM	19.57	19.57	3024.78				MCWQD	SOUNDER			
156566	2/25/2021 10:47:18 AM	19.51	19.51	3024.84				MCWQD	SOUNDER			
156566	3/17/2021 10:59:00 AM	19.61	19.61	3024.74				MCWQD	SOUNDER			
156566	5/4/2021 10:38:00 AM	19.03	19.03	3025.32				MCWQD	SOUNDER			
156566	5/25/2021 12:19:00 PM	18.43	18.43	3025.92				MCWQD	SOUNDER			
156566	6/29/2021 7:35:00 AM	9.08	9.08	3035.27				MCWQD	SOUNDER 			
156566	10/1/2021 12:15:00 PM	17.83	17.83	3026.52				MCWQD	SOUNDER 			
156566	10/29/2021 2:35:00 PM	18.62	18.62	3025.73				MCWQD	SOUNDER 			
156566	11/24/2021 10:36:00 AM	19.1	19.1	3025.25				MCWQD	SOUNDER			
156566	3/23/2022 1:23:00 PM	19.5	19.5	3024.85				MCWQD	SOUNDER 			
156566	4/6/2022 11:23:00 AM	19.35	19.35	3025				MCWQD	SOUNDER 			
156566	5/11/2022 11:41:00 AM	18.73	18.73	3025.62				MCWQD	SOUNDER 			
156566	6/6/2022 1:14:00 PM	18.67	18.67	3025.68				MCWQD	SOUNDER 			
156566	7/8/2022 1:46:00 PM	17.92	17.92	3026.43				MCWQD	SOUNDER 			
156566	8/11/2022 9:56:00 AM	18.34	18.34	3026.01				MCWQD	SOUNDER 			
156566	9/12/2022 3:43:00 PM	18.47	18.47	3025.88				MCWQD	SOUNDER 			
156566	11/18/2022 12:52:00 PM	19.06	19.06	3025.29				MCWQD	SOUNDER 			
156566	1/17/2023 8:10:22 PM	19.56	19.56	3024.79				MCWQD	SOUNDER 			
156566	2/13/2023 7:12:08 PM	19.65	19.65	3024.7				MCWQD	SOUNDER 			
156566	4/3/2023 4:08:41 PM	19.43	19.43	3024.92				MCWQD	SOUNDER 			
