gwicid	date_measured	swl_mp	swl_ground	swl_elevation	temp_water	logger_sc	logger_ph	agency	method	remarks	dry	nonstatic
151161	10/23/2009	38.47	35.7	3131.2				MCWQD	SOUNDER			
151161	3/26/2010	41.2	38.43	3128.47				MCWQD	SOUNDER			
151161	6/25/2010	34.34	31.57	3135.33				MCWQD	SOUNDER			
151161	7/27/2010	35.92	33.15	3133.75				MCWQD	SOUNDER			
151161	10/18/2010	38.35	35.58	3131.32				MCWQD	SOUNDER			
151161	3/29/2011	40.95	38.18	3128.72				MCWQD	SOUNDER			
151161	6/15/2011	29.82	27.05	3139.85				MCWQD	SOUNDER			
151161	6/30/2011	29.35	26.58	3140.32				MCWQD	SOUNDER			
151161	11/9/2011	36.65	33.88	3133.02				MCWQD	SOUNDER			
151161	4/17/2012	37.35	34.58	3132.32				MCWQD	SOUNDER			
151161	6/1/2012	32.3	29.53	3137.37				MCWQD	SOUNDER			
151161	7/5/2012	32.68	29.91	3136.99				MCWQD	SOUNDER			
151161	10/31/2012	37.73	34.96	3131.94				MCWQD	SOUNDER			
151161	3/26/2013	39.95	37.18	3129.72				MCWQD	SOUNDER			
151161	5/22/2013	35.05	32.28	3134.62				MCWQD	SOUNDER			
151161	7/2/2013	34	31.23	3135.67				MCWQD	SOUNDER			
151161	10/25/2013	38	35.23	3131.67				MCWQD	SOUNDER			
151161	4/8/2014	38.55	35.78	3131.12				MCWQD	SOUNDER			
151161	6/4/2014	31.04	28.27	3138.63				MCWQD	SOUNDER			
151161	10/31/2014	36.93	34.16	3132.74				MCWQD	SOUNDER			
151161	3/26/2015	36.91	34.14	3132.76				MCWQD	SOUNDER			
151161	6/3/2015	33.73	30.96	3135.94				MCWQD	SOUNDER			
151161	9/29/2015	38.4	35.63	3131.27				MCWQD	SOUNDER			
151161	2/10/2016	40.25	37.48	3129.42				MCWQD	SOUNDER			
151161	4/6/2016	39.99	37.22	3129.68				MCWQD	SOUNDER			
151161	5/26/2016	34.13	31.36	3135.54				MCWQD	SOUNDER			
151161	9/23/2016	38.22	35.45	3131.45				MCWQD	SOUNDER			
151161	12/5/2016	38.58	35.81	3131.09				MCWQD	SOUNDER			
151161	3/29/2017	36.28	33.51	3133.39				MCWQD	SOUNDER			
151161	5/31/2017	31.73	28.96	3137.94				MCWQD	SOUNDER			
151161	9/29/2017	37.04	34.27	3132.63				MCWQD	SOUNDER			
151161	12/6/2017	38.11	35.34	3131.56				MCWQD	SOUNDER			
151161	4/11/2018	39.06	36.29	3130.61				MCWQD	SOUNDER			
151161	5/24/2018	29.21	26.44	3140.46				MCWQD	SOUNDER			
151161	8/28/2018	35.38	32.61	3134.29				MCWQD	SOUNDER			
151161	12/6/2018	37.34	34.57	3132.33				MCWQD	SOUNDER			
151161	4/4/2019	38.13	35.36	3131.54				MCWQD	SOUNDER			
151161	5/21/2019	31.64	28.87	3138.03				MCWQD	SOUNDER			
151161	9/25/2019	36.18	33.41	3133.49				MCWQD	SOUNDER			
151161	1/10/2020 3:45:00 PM	39.19	36.42	3130.48				MCWQD	SOUNDER			
151161	2/4/2020 8:56:00 PM	39.82	37.05	3129.85				MCWQD	SOUNDER			
151161	3/17/2020 5:18:00 PM	40.4	37.63	3129.27				MCWQD	SOUNDER			
151161	4/27/2020 11:59:00 AM	39.13	36.36	3130.54				MCWQD	SOUNDER			
151161	5/26/2020 1:49:00 PM	33.18	30.41	3136.49				MCWQD	SOUNDER			
151161	6/29/2020 10:08:00 AM	31.76	28.99	3137.91				MCWQD	SOUNDER			
151161	7/30/2020 12:54:00 PM	33.65	30.88	3136.02				MCWQD	SOUNDER			
151161	8/31/2020 11:34:00 AM	36.25	33.48	3133.42				MCWQD	SOUNDER			
151161	9/29/2020 1:24:00 PM	36.88	34.11	3132.79				MCWQD	SOUNDER			
151161	10/28/2020 12:30:00 PM	37.09	34.32	3132.58				MCWQD	SOUNDER			
151161	11/23/2020	37.17	34.4	3132.5				MCWQD	SOUNDER			
151161	12/8/2020 11:32:16 AM	37.64	34.87	3132.03				MCWQD	SOUNDER			
151161	1/12/2021 2:52:29 PM	38.93	36.16	3130.74				MCWQD	SOUNDER			
151161	2/24/2021 2:53:03 PM	39.76	36.99	3129.91				MCWQD	SOUNDER			
151161	3/17/2021 2:50:00 PM	39.98	37.21	3129.69				MCWQD	SOUNDER			
151161	5/4/2021 1:18:00 PM	37.48	34.71	3132.19				MCWQD	SOUNDER			
151161	6/29/2021 9:26:00 AM	32.96	30.19	3136.71				MCWQD	SOUNDER 			
151161	9/29/2021 2:24:00 PM	38.22	35.45	3131.45				MCWQD	SOUNDER 			
151161	10/28/2021 1:13:00 PM	38.89	36.12	3130.78				MCWQD	SOUNDER 			
151161	11/24/2021 1:20:00 PM	39.16	36.39	3130.51				MCWQD	SOUNDER			
151161	1/14/2022 2:26:00 PM	38.24	35.47	3131.43				MCWQD	SOUNDER 			
151161	2/18/2022 10:50:00 AM	38.96	36.19	3130.71				MCWQD	SOUNDER 			
151161	3/24/2022 12:23:00 PM	39.19	36.42	3130.48				MCWQD	SOUNDER 			
151161	4/7/2022 11:55:00 AM	38.29	35.52	3131.38				MCWQD	SOUNDER 			
151161	5/10/2022 11:41:00 AM	37.09	34.32	3132.58				MCWQD	SOUNDER 			
151161	6/7/2022 2:25:00 PM	33.95	31.18	3135.72				MCWQD	SOUNDER 			
151161	7/8/2022 12:43:00 PM	32.87	30.1	3136.8				MCWQD	SOUNDER 			
151161	8/10/2022 11:10:00 AM	35.94	33.17	3133.73				MCWQD	SOUNDER 			
151161	9/15/2022 2:06:00 PM	37.84	35.07	3131.83				MCWQD	SOUNDER 			
151161	11/21/2022 10:57:00 AM	39.08	36.31	3130.59				MCWQD	SOUNDER 			
151161	1/12/2023 9:34:23 PM	39.88	37.11	3129.79				MCWQD	SOUNDER 			
151161	2/7/2023 11:07:30 PM	40.32	37.55	3129.35				MCWQD	SOUNDER 			
151161	4/4/2023 5:26:43 PM	40.67	37.9	3129				MCWQD	SOUNDER 			
